id,nct_id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
93091422,NCT03741465,RANDOMIZED,SEQUENTIAL,,OTHER,,SINGLE,The ultrasonography was made by a consultant radiologist (M.D.) Although the consultant didn't know which position was for control and which was the one the study evaluates. Although investigators were trying to mask the outcomes assessor; the consultant saw the positions because there is no way to hide the sitting positions of the participants. So there is a paradox if the consultant is masked or not.,"Systematic randomization was made from 150 volunteers, and 50 participants were chosen.

All 50 participants were planned to sit on the stretcher in both of the two positioning techniques sequentially (one after another). The two positioning techniques are 1) sitting fetal position-"" the SFP"" ( a traditional position ) and 2) sitting fetal cross-legged-"" the ASP"" ( a new position, named as "" Anatolian sitting position""). The investigator was planned to record all of the participants' anatomical measurements in both of those positioning techniques evaluated via ultrasonography. After each position participants were planned to evaluate each positioning technique's comfort by 5-point numerical rating scale from minimum 1 meaning ""poor"" to maximum 5 meaning ""excellent.""",False,False,False,True
93091423,NCT03258307,NON_RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,DOUBLE,,,True,False,True,False
93091424,NCT01216202,,,COHORT,,PROSPECTIVE,,,,,,,
93091425,NCT00120016,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93091426,NCT06034288,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,True,False,False,False
93091427,NCT03408197,RANDOMIZED,PARALLEL,,PREVENTION,,SINGLE,,,True,False,False,False
93091428,NCT05202418,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,NONE,,,,,,
93091429,NCT03748966,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,Adults or children (age 3-17) with X-linked hypophosphatemia (XLH) will be enrolled the study. All research subjects will be treated with optimized doses of calcitriol alone (without phosphate supplementation) for one year.,,,,
93091430,NCT02098330,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091431,NCT06020898,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93091432,NCT04437901,,,COHORT,,OTHER,,,,,,,
93091433,NCT01450501,,,COHORT,,PROSPECTIVE,,,,,,,
93091434,NCT02851303,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091435,NCT02753946,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091436,NCT01521130,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091437,NCT03546621,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,"Multicenter, Open-label, Randomized",,,,
93091438,NCT04024358,,,OTHER,,OTHER,,,,,,,
93091439,NCT02572323,RANDOMIZED,CROSSOVER,,TREATMENT,,SINGLE,,,False,False,False,True
93091440,NCT02313701,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,DOUBLE,,,True,False,True,False
93091441,NCT02246725,,,OTHER,,PROSPECTIVE,,,,,,,
93091442,NCT04968158,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091443,NCT01454596,NON_RANDOMIZED,SEQUENTIAL,,TREATMENT,,NONE,,,,,,
93091444,NCT02777658,,,COHORT,,PROSPECTIVE,,,,,,,
93091445,NCT06262789,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,NONE,,,,,,
93091446,NCT01096836,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091447,NCT04907981,,,CASE_CONTROL,,OTHER,,,,,,,
93091448,NCT00226590,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091449,NCT05055544,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,"This is a randomized, controlled, double-blinded, two-armed multicentre trial.",True,True,True,True
93091450,NCT00128739,RANDOMIZED,SINGLE_GROUP,,TREATMENT,,DOUBLE,,,,,,
93091451,NCT06136429,NA,SINGLE_GROUP,,TREATMENT,,NONE,,"The transcatheter aortic valve system consists of 7 parts, namely the valve, the delivery system, the catheter sheath, the exchange system, the recovery system, the development exchange solution, and the curing agent.",,,,
93091452,NCT02828735,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93091453,NCT00230126,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091454,NCT06379165,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091455,NCT04836585,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,DOUBLE,The RA randomizing the participant will be not be blinded to the treatment allocation because they have to inform the provider of the treatment allocation. This RA will not be collecting outcome measures. The RA collecting outcome measures will be blinded to the treatment allocation.,,False,False,True,True
93091456,NCT01671163,,,CASE_ONLY,,PROSPECTIVE,,,,,,,
93091457,NCT05183945,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091458,NCT05806463,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,SINGLE,"Participants will not be fully blinded to whether participants are in an intervention or control cluster. However, the use of a cluster-randomized approach reduces the risk of contamination among women from different clusters because it reduces the risk of communication between individuals in intervention and control arms. As HEWs will be responsible for assisting with recruitment of participants, HEWs will be aware of these eligibility criteria and who has been recruited for the study in both the control and intervention arms. As a result, HEWs will not be fully blinded to the study. Outcome assessors and statisticians will be blinded.","This is a cluster-randomized parallel intervention study model.

Following random assignment of clusters to either the intervention or control arm and subsequent recruitment of participants, individuals will be enrolled in the study.

Intervention arm: Mother's Time intervention Control arm: Standard of care

Clusters will be randomly assigned using a random number generator to either the intervention arm or the control arm. Then, all individuals recruited within a given cluster will be assigned to the same intervention condition.

Anticipating that the Mother's Time intervention will be superior to the standard care with respect to reducing symptoms of stress, depression, and anxiety and increasing modern contraceptive use, women in the control group will have opportunity to receive the full intervention upon completion of the intervention to the intervention group.",False,False,False,True
93091459,NCT00982735,,,COHORT,,PROSPECTIVE,,,,,,,
93091460,NCT04924335,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,NONE,,,,,,
93091461,NCT04954508,,,OTHER,,PROSPECTIVE,,,,,,,
93091462,NCT04502537,,,COHORT,,PROSPECTIVE,,,,,,,
93091463,NCT05239481,RANDOMIZED,PARALLEL,,OTHER,,NONE,,,,,,
93091464,NCT03367728,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091465,NCT00408850,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091466,NCT04757493,RANDOMIZED,PARALLEL,,TREATMENT,,TRIPLE,"Participant, care provider and primary outcome assessor will unaware about the allocated treatment.","Its a randomized placebo controlled parallel group clinical trial. Prucalopride group is designated as ""A"" and placebo group is designated as group ""B"".",True,True,False,True
93307344,NCT02031536,RANDOMIZED,PARALLEL,,TREATMENT,,TRIPLE,,,True,True,True,False
93307345,NCT01508338,RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,DOUBLE,,,True,False,True,False
93091467,NCT03476200,NON_RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,NONE,,,,,,
93091468,NCT02787395,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091469,NCT00934453,RANDOMIZED,PARALLEL,,,,TRIPLE,,,True,True,True,False
93091470,NCT02714192,RANDOMIZED,PARALLEL,,DIAGNOSTIC,,NONE,,,,,,
93091471,NCT00614380,,,,TREATMENT,,,,,,,,
93091472,NCT02161796,RANDOMIZED,CROSSOVER,,BASIC_SCIENCE,,TRIPLE,,,True,True,True,False
93091473,NCT02888106,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,"Multicenter, Open-label, Randomized, Comparative, parallel-arm phase II study",,,,
93091474,NCT05083689,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,True,False,False
93523508,NCT04378959,RANDOMIZED,CROSSOVER,,TREATMENT,,QUADRUPLE,"Identical lidocaine and placebo patches will be provided to research pharmacies at participating sites, along with site-specific randomization tables. Care providers, investigators, patients and outcome assessors will all be blinded to treatment allocation.","4 week treatment periods, separated by a 1 to 3 week washout period",True,True,True,True
93523509,NCT05463900,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93523510,NCT01971333,,,COHORT,,PROSPECTIVE,,,,,,,
93523511,NCT00771264,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,False,True
93523512,NCT04405284,,,COHORT,,RETROSPECTIVE,,,,,,,
93523513,NCT00322361,RANDOMIZED,PARALLEL,,PREVENTION,,DOUBLE,,,True,False,True,False
93523514,NCT03027440,,,COHORT,,RETROSPECTIVE,,,,,,,
93523515,NCT06101784,RANDOMIZED,SEQUENTIAL,,TREATMENT,,QUADRUPLE,Double blind,"Double-Blind, Placebo-Controlled, Randomized, Adaptive, First-in-Human Study, Single and Multiple Ascending Oral Doses",True,True,True,True
93523516,NCT03961854,RANDOMIZED,PARALLEL,,PREVENTION,,QUADRUPLE,,"A randomized, double-blinded, placebo-controlled clinical trial will be carried out with children and adolescents (8-less than 18 years old) with T1D",True,True,True,True
93523517,NCT05941442,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93523518,NCT05756894,NA,SINGLE_GROUP,,TREATMENT,,NONE,,"Participants with high cervical spinal cord injury will receive 40 treatment sessions (STDP stimulation and respiratory training) and will be asked to complete pre-, Post-20, and Post-40 assessment sessions.",,,,
93523519,NCT05359250,,,COHORT,,PROSPECTIVE,,,,,,,
93523520,NCT06331871,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,70 patients with shoulder pain undergoing arthroscopic surgery were recruited. They were divided into two groups at random; physiotherapy protocol group (n=35) and experimental group to which the same protocol was practiced and two sessions of ultrasound-guided percutaneous nerve stimulation (US-PENS) were added (n=35).,,,,
93523521,NCT06162169,NON_RANDOMIZED,PARALLEL,,OTHER,,NONE,,,,,,
93523522,NCT04783220,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,SINGLE,,,False,False,False,True
93523523,NCT04303364,,,COHORT,,PROSPECTIVE,,,,,,,
93523524,NCT04481581,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,"In this study providers cannot be masked, outcome assessors and investigators will be blinded","This will be a parallel design, unblinded, randomized (1:1) trial",False,False,True,True
93523525,NCT04484272,RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93523526,NCT06409468,NA,SINGLE_GROUP,,TREATMENT,,NONE,,Case series,,,,
93523527,NCT04542499,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93523528,NCT00097994,,,COHORT,,PROSPECTIVE,,,,,,,
93523529,NCT02539966,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93087034,NCT00104650,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93087035,NCT02727907,RANDOMIZED,PARALLEL,,OTHER,,QUADRUPLE,,,True,True,True,True
93087036,NCT00982826,RANDOMIZED,PARALLEL,,,,DOUBLE,,,True,False,True,False
93087037,NCT00806039,NON_RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93087038,NCT03507205,,,COHORT,,PROSPECTIVE,,,,,,,
93087039,NCT00644020,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93087040,NCT00135317,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93087041,NCT05820854,,,COHORT,,CROSS_SECTIONAL,,,,,,,
93087042,NCT04728386,RANDOMIZED,PARALLEL,,PREVENTION,,DOUBLE,,,True,False,False,True
93087043,NCT05567250,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,NONE,,,,,,
93087044,NCT02426736,RANDOMIZED,FACTORIAL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93087045,NCT04811846,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,"Pilot trial with parallel group design and comparison of 2 established techniques (TURBT, PKVB)",,,,
93087046,NCT03360643,RANDOMIZED,PARALLEL,,DIAGNOSTIC,,NONE,,,,,,
93087047,NCT00652795,RANDOMIZED,CROSSOVER,,,,NONE,,,,,,
93087048,NCT00369577,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93087049,NCT05990634,NA,SINGLE_GROUP,,SUPPORTIVE_CARE,,NONE,,,,,,
93087050,NCT03386721,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93087051,NCT01523418,,,COHORT,,PROSPECTIVE,,,,,,,
93087052,NCT03670563,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,Team members collecting outcomes data will not know participant allocation,Randomized controlled trial with two intervention arms and one control arm,False,False,False,True
93087053,NCT04223713,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93087054,NCT01214005,RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,DOUBLE,,,True,False,False,True
93087055,NCT02552134,NON_RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93087056,NCT03948334,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93087057,NCT06500637,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93087058,NCT05825326,,,COHORT,,RETROSPECTIVE,,,,,,,
93087059,NCT02169986,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,True,False
93087060,NCT04470635,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93087061,NCT05210491,NON_RANDOMIZED,SINGLE_GROUP,,BASIC_SCIENCE,,NONE,,,,,,
93087062,NCT02766868,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93087063,NCT03564613,,,COHORT,,PROSPECTIVE,,,,,,,
93087064,NCT00497757,NA,SINGLE_GROUP,,TREATMENT,,NONE,,Open label,,,,
93087065,NCT03796065,RANDOMIZED,PARALLEL,,PREVENTION,,SINGLE,The Research Assistants (RAs) who will collect both qualitative and quantitative data will be blind to the condition in which study participants are randomized.,The investigators will conduct a Randomized Controlled Trial among Somali Bantu and Bhutanese families (N=300; 150 per group). Half of the families will be randomized to receive the FSI-R and half will be randomized to the control condition where the participants will receive Treatment as Usual (TAU).,False,True,False,False
93087066,NCT00239733,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93087067,NCT02538042,RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,NONE,,,,,,
93087068,NCT02842294,,,COHORT,,PROSPECTIVE,,,,,,,
93414954,NCT04805242,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,False,False,True,True
93414955,NCT03582254,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93414956,NCT06187454,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,True,False
93414957,NCT00283153,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93414958,NCT04809415,RANDOMIZED,PARALLEL,,OTHER,,TRIPLE,,,True,False,True,True
93414959,NCT03131856,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,Eligible patients were randomized to either the intervention group or control group.,,,,
93414960,NCT01539473,RANDOMIZED,SINGLE_GROUP,,,,DOUBLE,,,True,False,True,False
93414961,NCT05106101,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93414962,NCT05543980,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,False,True
93414963,NCT02008162,,,COHORT,,PROSPECTIVE,,,,,,,
93414964,NCT02844829,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93414965,NCT01966029,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93414966,NCT00387829,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,False,True
93414967,NCT03999203,NON_RANDOMIZED,SINGLE_GROUP,,OTHER,,NONE,,,,,,
93414968,NCT04392531,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93414969,NCT03539666,RANDOMIZED,CROSSOVER,,SCREENING,,NONE,,,,,,
93414970,NCT04344431,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93414971,NCT04790682,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93414972,NCT03354065,RANDOMIZED,PARALLEL,,TREATMENT,,TRIPLE,blinding of the evaluator to the study group blinding of patient to study hypothesis,,True,False,True,True
93414973,NCT03852901,NA,SINGLE_GROUP,,BASIC_SCIENCE,,NONE,,,,,,
93414974,NCT00275704,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93414975,NCT05471401,NA,SINGLE_GROUP,,DEVICE_FEASIBILITY,,NONE,,,,,,
93414976,NCT00182572,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,,,,
93414977,NCT01319539,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93414978,NCT02711163,RANDOMIZED,CROSSOVER,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93414979,NCT02534324,,,COHORT,,PROSPECTIVE,,,,,,,
93414980,NCT01337921,RANDOMIZED,PARALLEL,,PREVENTION,,QUADRUPLE,,,True,True,True,True
93414981,NCT01138995,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93414982,NCT05604781,,,COHORT,,PROSPECTIVE,,,,,,,
93414983,NCT01963910,RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,TRIPLE,,,True,True,False,True
93414984,NCT02933333,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93523530,NCT06054061,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,"A multicenter cluster randomized clinical trial will be conducted. The trial will consist of two arms, the experimental group will receive a 15-week intervention based on the promotion of hedonic and eudaimonic well-being. The control group will remain on a waitlist with their Treatment as Usual. Participants will be recruited from centers that focus on the psychosocial rehabilitation of people diagnosed with schizophrenia spectrum, bipolar disorder, personality disorders and severe affective disorders. Random allocation to the groups will be stratified according to the typology of the center. In the event that there is only a single representative of one of the center typologies, the entire center will be assigned to one of the study conditions. Assessments will be made before the intervention (E1), immediately after the 15-week intervention period (E2) and three (E3) and six (E4) months after the end of the intervention.",,,,
93523531,NCT01374048,,,CASE_ONLY,,PROSPECTIVE,,,,,,,
93523532,NCT06213090,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93523533,NCT06284265,RANDOMIZED,PARALLEL,,PREVENTION,,QUADRUPLE,,,True,True,True,True
93523534,NCT03147079,NON_RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,NONE,,Open intervention study with 2 control arms,,,,
93523535,NCT06112652,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,Quadruple,,True,True,True,True
93091475,NCT01577017,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091476,NCT00857285,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091477,NCT05770817,,,COHORT,,PROSPECTIVE,,,,,,,
93091478,NCT02993614,,,COHORT,,PROSPECTIVE,,,,,,,
93091479,NCT05821699,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091480,NCT02483806,RANDOMIZED,CROSSOVER,,DIAGNOSTIC,,DOUBLE,,,True,False,True,False
93091481,NCT00521287,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,SINGLE,,,False,False,True,False
93091482,NCT04653480,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93116908,NCT05498415,RANDOMIZED,PARALLEL,,PREVENTION,,SINGLE,Participants will be randomly assigned to group A (control) or group B (treatment) but will not be told which group they are receiving.,,True,False,False,False
93116909,NCT01103024,RANDOMIZED,PARALLEL,,TREATMENT,,TRIPLE,,,True,False,True,True
93414985,NCT06049511,RANDOMIZED,PARALLEL,,PREVENTION,,DOUBLE,The dentist who evaluated oral mucositis did not know which group the patients belonged to.,randomized controlled group,False,True,False,True
93414986,NCT01647204,NON_RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,NONE,,,,,,
93414987,NCT06037486,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93414988,NCT00663208,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93414989,NCT06722313,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93414990,NCT02783976,,,ECOLOGIC_OR_COMMUNITY,,PROSPECTIVE,,,,,,,
93414991,NCT02430064,NA,SINGLE_GROUP,,BASIC_SCIENCE,,NONE,,,,,,
93414992,NCT02146274,,,COHORT,,PROSPECTIVE,,,,,,,
93414993,NCT03556527,,,COHORT,,RETROSPECTIVE,,,,,,,
93414994,NCT04076280,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93414995,NCT03428490,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,Eligible participants will be randomized to the Fully Integrated Treatment (FIT; N =30) or usual care in the Matrix Institute IOP (UC; N = 30).,False,False,False,True
93414996,NCT04446273,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,"Initial and outcome assessments will be administered by a well-trained and certified occupational therapist who is blinded to the group assignment, study hypotheses, and intervention of the patients.",Participants will be randomized into the proximal priority robotic priming and impairment-oriented training or the distal priority robotic priming and impairment-oriented training groups and receive 18 intervention sessions,False,False,False,True
93414997,NCT04929782,RANDOMIZED,PARALLEL,,PREVENTION,,SINGLE,The follow-up evaluations by using the modified United States Public Health Service (USPHS) criteria were completed independently by two calibrated investigators who were blinded to the groups and a forced consensus was sought in any case of disagreement.,Two intervention groups and split-mouth design,False,False,False,True
93414998,NCT04215159,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091483,NCT06055179,RANDOMIZED,PARALLEL,,PREVENTION,,QUADRUPLE,"Patients will be randomly assigned to XCHT/placebo groups, at a 1:1 ratio, using a central randomization system provided by the TCM clinical study methodology group of Guangdong Provincial Hospital of Chinese Medicine. This group is also responsible for blinding, including keeping the blinding codes, supervision, and quality control of blinding, by allocating drug codes for each patient. Investigators will dispense the drug according to the drug codes. The investigators, the study subjects, the care givers, and the outcome assessors will be blinded to the assigned group of subjects.",,True,True,True,True
93091484,NCT04061850,,,COHORT,,RETROSPECTIVE,,,,,,,
93091485,NCT03669614,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,This is a standard double-blind randomized controlled trial.,"This study is a dose-escalation, placebo-controlled study where subjects are randomized to receive study drug or placebo.

SAD and MAD HV Phases: The HV SAD and MAD will each include up to 24 adult subjects in 3 groups (8 per dose group) in each the SAD and MAD phase . All subjects will be randomly assigned in a 3:1 ratio to receive a single administration of active drug (12 HVs) or placebo (4 HVs).

The CF MAD will evaluate 4 different dose levels in a total of 54 adult CF subjects (10 per dose level). The first 3 subjects (sentinel subjects) in the low, medium and high dose level will be randomly assigned at a 2:1 ratio to receive either AR-501 or placebo, for a total of 9 CF subjects. An expanded cohort will randomize 30 adult subjects at a 2:3:3:2 ratio to three doses of inhaled AR-501 or placebo. Subsequently an 80mg Ga dose (top dose) cohort will randomize subjects at a 2:1 ratio to receive either AR 501 or placebo for a total of 15 subjects , including 6 sentinel subjects.",True,True,True,True
93091486,NCT00694616,RANDOMIZED,CROSSOVER,,TREATMENT,,TRIPLE,,,True,False,True,True
93091487,NCT00804726,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091488,NCT04363203,RANDOMIZED,SINGLE_GROUP,,TREATMENT,,QUADRUPLE,"Eligible, consented patients will be randomized to a 1:1:1 treatment allocation, stratifying by age (\<65, 65 or more) and region, and using randomly permutated blocks (block size of 3) within study site. Pharmacy is unblinded to study drugs.",A 3-arm RCT to determine the efficacy of hydroxychloroquine or azithromycin compared to placebo in treating mild to moderate COVID-19 among Veterans in the outpatient setting.,True,True,True,True
93091489,NCT03865446,NON_RANDOMIZED,PARALLEL,,OTHER,,NONE,,,,,,
93091490,NCT04818658,,,COHORT,,OTHER,,,,,,,
93091491,NCT00976131,RANDOMIZED,CROSSOVER,,SUPPORTIVE_CARE,,TRIPLE,,,True,True,True,False
93091492,NCT03944928,,,CASE_ONLY,,PROSPECTIVE,,,,,,,
93091493,NCT00531765,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93091494,NCT03735836,RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,NONE,,Randomized study with two parallel treatment arms.,,,,
93091495,NCT03273426,NON_RANDOMIZED,PARALLEL,,DIAGNOSTIC,,NONE,,Comparison of pathological findings for residual tumor between minimally-invasive biopsy procedure and subsequent wide excision of the biopsied area,,,,
93091496,NCT05313113,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,NONE,,,,,,
93091497,NCT00871767,RANDOMIZED,CROSSOVER,,,,NONE,,,,,,
93091498,NCT01152658,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091499,NCT03379220,,,COHORT,,PROSPECTIVE,,,,,,,
93091500,NCT03566342,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93091501,NCT01792700,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091502,NCT01145742,RANDOMIZED,SINGLE_GROUP,,HEALTH_SERVICES_RESEARCH,,,,,,,,
93091503,NCT05221060,,,ECOLOGIC_OR_COMMUNITY,,CROSS_SECTIONAL,,,,,,,
93091504,NCT00361673,,,,,CROSS_SECTIONAL,,,,,,,
93091505,NCT03585478,RANDOMIZED,PARALLEL,,TREATMENT,,TRIPLE,,,True,False,True,True
93091506,NCT03071263,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091507,NCT03360123,RANDOMIZED,CROSSOVER,,OTHER,,NONE,,,,,,
93091508,NCT06173414,,,OTHER,,PROSPECTIVE,,,,,,,
93091509,NCT00549315,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091510,NCT05089799,,,CASE_ONLY,,CROSS_SECTIONAL,,,,,,,
93091511,NCT06262893,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,True,False
93091512,NCT05355064,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091513,NCT02108249,,,COHORT,,OTHER,,,,,,,
93091514,NCT05863884,NA,SINGLE_GROUP,,PREVENTION,,NONE,,,,,,
93091515,NCT06155422,,,CASE_ONLY,,PROSPECTIVE,,,,,,,
93091516,NCT05893095,,,OTHER,,RETROSPECTIVE,,,,,,,
93307346,NCT04910633,,,CASE_ONLY,,RETROSPECTIVE,,,,,,,
93307347,NCT02853487,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93523536,NCT05868226,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,"This is an open-label, multi-site, multi-arm platform study, where each drug regimen arm may have different study designs and eligibility. In particular, dose finding parts may employ different designs (e.g., 3+3, Bayesian Optimal Interval Design \[BOIN\], continual reassessment method \[CRM\], etc.) for each arm in the PRE-I-SPY program. See each arm for specific study model details.",,,,
93091517,NCT04662008,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,NONE,,,,,,
93307348,NCT06234553,,,COHORT,,RETROSPECTIVE,,,,,,,
93091518,NCT00005617,,,,TREATMENT,,,,,,,,
93091519,NCT03133247,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091520,NCT00001118,,,,TREATMENT,,,,,,,,
93091521,NCT01785888,,,COHORT,,PROSPECTIVE,,,,,,,
93307349,NCT04530578,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,"Controled, prospective, randomized, comparative against standard treatment.",,,,
93307350,NCT06028490,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
