id,nct_id,intervention_type,name,description
159585747,NCT00558155,DRUG,peptisorb,standard isocaloric eteral diet (1 ml = 1 kcal)
159585748,NCT00558155,DRUG,Stresson,"Oligopeptic, enteral diet (1 ml=1.25 kcal)"
159585749,NCT00558155,DRUG,Parenteral nutrition,"Protein requirements were covered by 10 and 15% amino acid solutions (Aminoplasmal, B Braun, Poland). Energy requirements were covered by glucose (10, 20 and 40% solutions, B Braun, Poland) and lipid emulsions (10 and 20% Lipofundin MCT/ LCT, B Braun, Poland). Addtional: Tracutil, Addamel"
159585750,NCT00558155,DRUG,"Omegaven, Dipeptiven","Immunostimulating components: Omegaven (omega-3-fatty acids) and Dipeptiven (Glutamine Arginine) Protein requirements were covered by 10 and 15% amino acid solutions (Aminoplasmal, B Braun, Poland). Energy requirements were covered by glucose (10, 20 and 40% solutions, B Braun, Poland) and lipid emulsions (10 and 20% Lipofundin MCT/ LCT, B Braun, Poland). Addtional: Tracutil, Addamel"
159217369,NCT00768469,DRUG,Neratinib,"Administered orally, continuous, once daily."
159585751,NCT05838404,BEHAVIORAL,M-O-M-S on the Bayou,Peer and mentor support and meetings across pregnancy
159217370,NCT00768469,DRUG,Paclitaxel,"Administered IV, on days 1, 8, 15 of 28 day cycle."
159217371,NCT04608942,DEVICE,Jett Plasma Medical Lift,Plasma Application versus Mechanical Debridement in refractory meibomian gland dysfunction
159217372,NCT04608942,PROCEDURE,Mechanical Debridement,Plasma Application versus Mechanical Debridement in refractory meibomian gland dysfunction
159217373,NCT06570824,DEVICE,active TMS,Transcranial magnetic stimulation using MagVenture XP Orange Stimulator using active side of MagVenture Cool-B70 coil
159217374,NCT06570824,DEVICE,sham TMS,"Sham transcranial magnetic stimulation using MagVenture XP Orange Stimulator, flipping the active side of the MagVenture Cool-B70 coil"
159217375,NCT05912426,BEHAVIORAL,Reduced-sodium potassium-enriched salt,"Supply and use of a reduced-sodium, potassium-enriched iodised salt (66% potassium chloride, 34% sodium chloride)."
159217376,NCT00401024,DRUG,imatinib mesylate,
159217377,NCT00401024,OTHER,pharmacological study,
159585752,NCT01587378,DRUG,Metformin,"Metformin 500 mg tablets, 1 tablet x 2 daily the first week and then 2 tablets x 2 daily from the second week to delivery"
159585753,NCT01587378,DRUG,placebo,"identical placebo tablets, 1 tablet x 2 daily the first week and then 2 tablets x 2 daily from the second week to delivery"
159585754,NCT03029741,DRUG,AZD0284,Subjects will receive a single oral dose of 4 to 120 mg AZD0284 oral suspension 5 mg/mL in the fasted state
159795087,NCT00584753,RADIATION,Positron emission tomography and computed tomography,Positron emission tomography and computed tomography
159217378,NCT00401024,PROCEDURE,conventional surgery,
159217379,NCT06017466,DIAGNOSTIC_TEST,Visual Vertigo Analogue Scale (VVAS),"The Visual Vertigo Analogue Scale (VVAS) was developed by E. Dannenbaum et al in 2011 to diagnose visual vertigo. It is a nine-item analogue scale in which the subjects can rated the intensity of their symptoms. The symptoms can be categorized as None (0), Mild (0.1-40), Moderate (40.01-70) or Severe (70.01-100). The VVAS is already available in English and French but a Dutch version does not yet exist."
159217380,NCT01079702,DRUG,Everolimus,"Everolimus, administrated twice daily at a fixed total dose of 10 mg continuously."
159217381,NCT01079702,DRUG,Capecitabine,"Capecitabine administered bid for 14 days followed by 7 days rest. In this study, capecitabine will be dose escalated. The first dose level of capecitabine is 500 mg/m2 twice daily."
159217382,NCT01710371,DRUG,18F-AV-133,296 MBq (8 mCi)
159217383,NCT01710371,DRUG,10% Arginine Hydrochloride-R-Gene 10,
159217384,NCT00000495,BEHAVIORAL,"diet, reducing",
159217385,NCT00000495,BEHAVIORAL,"diet, sodium-restricted",
159217386,NCT00000495,BEHAVIORAL,alcohol restriction,
159217387,NCT00000495,BEHAVIORAL,exercise,
159217388,NCT01071811,BEHAVIORAL,Pedometer-based intervention,"The participants were randomly assigned to either a pedometer group or a control group by drawing a sealed envelope with a unique randomizing number. The participants in the pedometer group received a pedometer (Yamax Digi-Walker SW-200), a book with a pedometer program(18), a handout with a summary of the pedometer program, and a calendar for registration of daily steps. During the trial period they were asked to reset the pedometer every morning and to wear it during the entire day. In the evening they should take the pedometer off and register the accumulated steps in the calendar. After three, six, and nine weeks, the participants in the pedometer group got a mail to encourage them to keep using the pedometer and follow the program."
159217389,NCT04489901,OTHER,Olive oil,To apply 10 cc (4 tablespoons) of extra virgin olive oil to the entire abdomen by hand without massaging twice a day in the morning and evening.
159217390,NCT02217527,DRUG,Active JNJ Drug,200 mg/day (100 mg b.i.d.) of Active JNJ Drug will be used for one week while attempting to briefly quit smoking on Mon-Fri of that week.
159217391,NCT02217527,DRUG,Placebo pill,Placebo pill will be taken daily to assess ability to briefly quit smoking on Mon-Fri for one week.
159217392,NCT01789918,DEVICE,PARADISE percutaneous renal denervation,Intravascular ultrasound emission
159217393,NCT00600145,DRUG,Mirtazapine,15 mg Mirtazapine is administered followed 2 hours later by 20 mg of methamphetamine / placebo (administered at each testing visit)
159217394,NCT00600145,OTHER,Placebo,Placebo
159217395,NCT01215864,DRUG,TCD-717,"Patients will receive TCD-717 at the following dose levels:

2, 4, 7, 10, 14, 19, 25, 31, 39, 49 or 61 mg/m\^2"
159217396,NCT01166243,BIOLOGICAL,Fibrin Pad,Fibrin Pad is a sterile bio-absorbable combination product consisting of two constituent parts- a flexible matrix and a coating of two biological components (Human Fibrinogen and Human Thrombin).
159585755,NCT03029741,DRUG,[14C]AZD0284,Following administration of the AZD0284 oral suspension subjects will receive an IV infusion of 20 μg \[14C\]AZD0284 solution
159585756,NCT05837520,DEVICE,i-BiSSkApp (tablet application) with swallowing therapy,"The device, ""International Biofeedback Strength and Skill App (i-BiSSkApp)"" is an at-home swallowing biofeedback tool (hardware and software) to target rehabilitation of both skill and strength of swallowing function. The program utilizes submental surface electromyography coupled with a user-friendly interface to display visual feedback of swallowing strength and timing."
159217397,NCT01166243,PROCEDURE,Standard of Care,Standard of Care is a composite of techniques/methods typically used by the surgeon to control bleeding.
159217398,NCT02048280,PROCEDURE,NAVA level,Peak inspiratory pressure will be measured at each NAVA level
159217399,NCT02048280,OTHER,NAVA level,Increase NAVA level every 3 minutes
159217400,NCT04315974,DRUG,Rivaroxaban,Rivaroxaban therapy for at least 4 weeks.
159217401,NCT04315974,PROCEDURE,Catheter ablation,Radiofrequency catheter ablation or cryoballoon ablation.
159217402,NCT03543488,DIAGNOSTIC_TEST,Neuromuscular and functional capacity tests,"The Timed Up and Go test; Maximal knee-extensor muscle strength (isometric and concentric tests) was measured with a Biodex System 3 dynamometer; A B-mode ultrasonography system with a linear-array probe (60 mm, 7.5 MHz) was used to determine VL and RF muscle thickness, pennation angle, fascicle length and tendon CSA. Measurements were obtained with the volunteer seated in the dynamometer, during isometric contraction at 90° of knee flexion.

An 8-channel EMG system was synchronized with the dynamometer through a Windaq data acquisition system and used to evaluate the vastus lateralis and rectus femoris electrical activity during isometric knee-extensor tests."
159217403,NCT05944328,OTHER,systematic and structured review of patient pharmacotherapeutic treatment plans,"The intervention consisted of a systematic and structured review of patient pharmacotherapeutic treatment plans to identify problems or situations of risk related to pharmacological treatments and to propose changes or improvements to optimise them. phases:

Individualised review of pharmacological treatment plans to detect drug-related problems:

Indication, Appropriateness, Effectiveness, Safety When a drug-related problem was detected according to the above criteria, the pharmacist proposed an adjustment to the pharmacotherapeutic plan. The proposals could include: discontinuation of the drug, change of drug, change to a therapeutic equivalent, initiation of treatment, change of dosage, change of frequency or intensified monitoring.

The proposals made by the pharmacist were assessed and agreed upon by a committee comprising the doctors responsible and the pharmacist. Thereafter, the consensual proposals for change were discussed with the patient."
159217404,NCT03706651,DEVICE,Infants hospitalized in health facilities performing Tele-expertise,
159217405,NCT04034953,DIAGNOSTIC_TEST,Faecal Immunochemical Test,"Faecal Immunochemical Test detects if there is any hemoglobin presents in stools, so even tiny amount of blood in stool can be found."
159217406,NCT04034953,DIAGNOSTIC_TEST,Prostate-Specific Antigen Test,"PSA blood test is used to measure the level of PSA in blood. When the PSA level is higher than normal, it may represent prostate cancer or benign prostate hyperplasia. Patient who have high PSA level should receive additional tests."
159217407,NCT04034953,DIAGNOSTIC_TEST,Mammogram,Each sides of breast will be taken imaging in 2 different views.The breast will be pressed between 2 plastic plates to flatten and spread the breast tissue for clear imaging.
159217408,NCT02470715,GENETIC,Molecular profile,Patients and their treating physician will obtain the patient's genetic risk assessment
159217409,NCT00933413,DRUG,LACTIC ACID(ND),Treatment duration: 21 consecutive days
159217410,NCT00484185,DRUG,BeneFIX (coagulation factor IX (recombinant)),BeneFIX will be administered according to physician's discretion.
159217411,NCT03952390,OTHER,control,
159217412,NCT03952390,OTHER,sepsis,
159585757,NCT05837520,BEHAVIORAL,Traditional behavioral swallowing therapy,Participants will receive standard behavioral swallowing exercises based on the results of a swallowing evaluation. Participants will complete daily at-home exercises with written and verbal instructions and return weekly to clinic for 12 weeks of therapy.
159217413,NCT06299371,DRUG,Adebrelimab,Adebrelimab IV
159217414,NCT06299371,DRUG,paclitaxel for injection (albumin bound),paclitaxel for injection (albumin bound) IV
159217415,NCT06299371,DRUG,Cisplatin or Carboplatin,Cisplatin or Carboplatin IV
159217416,NCT02160132,DRUG,Methylprednisolone(intravenously in the 1st-2nd-3rd month ),"Methylprednisolone 0.5g/d intravenously for 3 consecutive days in the 1st-2nd-3rd month ,and oral methylprednisolone 0.4mg/kg/d on consecutive days for 6 months."
159217417,NCT02160132,DRUG,Methylprednisolone(intravenously in the 1st-3rd-5th month),"Methylprednisolone 0.5g/d intravenously for 3 consecutive days in the 1st-3rd-5th month ,and oral methylprednisolone 0.4mg/kg/d on consecutive days for 6 months."
159217418,NCT01135563,DRUG,Vinblastine and Sirolimus,"Patients will be enrolled to receive vinblastine and sirolimus in 28 day cycles. Using the 3+3 standard Phase1 design, vinblastine will be administered via IV push on Days 1, 8, 15, 22. The starting dose of 4 mg/m2 (Dose Level 1) is 67% of the established MTD (6 mg/m2) for this schedule in pediatrics. Dose escalation will take place in a standard 3+3 design, in which doses will increase by approximately 20 to 25% in successive 3-patient cohorts.

Sirolimus (rapamycin) will be given by mouth (tablet or suspension) once daily throughout the cycle. Ideally patients will remain on the same dose form (tablet or suspension) for the duration of the study. All patients will be assigned a target sirolimus serum trough"
159585758,NCT01938131,DEVICE,repeated Muscle Vibration (rMV) (Cro ® System),"The patients will be subjected to 3 daily applications of rMV of 10 minutes each, for 3 consecutive days. Between two successive applications will be observed a break of at least 15 seconds. The probe of the specific instrument (Cro ® System) will be placed near the supero-medial margin of the patella, on both quadriceps"
159217419,NCT00124839,DRUG,Naltrexone,Daily oral administration (capsules): 50mg naltrexone and placebo or 200mg naltrexone and placebo or placebo and naltrexon 50mg or placebo and 200mg naltrexone
159769496,NCT03741413,OTHER,Control SMS,Emergency recruitment cell phone short messages that only mentioning the low Rh-negative blood stockpile were sent to donors in this group.
159769497,NCT03879213,DIETARY_SUPPLEMENT,Active breakfast,freeze-dried red raspberry powder (12.5 g) in drink+ freeze-dried red raspberry powder (12.5 g) in buttermilk biscuit sandwich
159217420,NCT00933218,DIETARY_SUPPLEMENT,polyphenols (non-alcoholic beer),1.0 - 1.5 l non-alcoholic beer per day; 3 weeks before and during a marathon run
159217421,NCT00933218,DIETARY_SUPPLEMENT,beverage without polyphenols,1.0 - 1.5 l of beverage without polyphenols (otherwise the same composition as non-alcoholic beer) per day; 3 weeks before and during a marathon run
159217422,NCT05027360,DRUG,SNP - Sodium Nitroprusside,The primary objective of our study is to assess the efficacy and safety of SNP as part of the treatment regimen of AHF patients and to identify predictors of efficacy.
159217423,NCT02051075,BIOLOGICAL,PXN sperm treatment,immotile sperm activation with PXN
159217424,NCT02051075,BIOLOGICAL,Sperm activation with PXN and oocyte activation,
159217425,NCT00023127,PROCEDURE,Integrated Pest Management,
159217426,NCT03216928,DIAGNOSTIC_TEST,Blood test,
159217427,NCT05631678,DRUG,Rifampicin; ASK120067,"Take ASK120067 tablets orally once on the first day at 160mg in fast condition;Take rifampicin capsules orally once on the days 8 to 17 at 600mg in fast condition, and a combination of 160mg ASk120067 and 600mg rifampicin were administrated on the 15th day in fast condition."
159217428,NCT05631678,DRUG,ASK120067;itraconazole,"Take ASK120067 tablets orally once on the first day at 80mg in fast condition;Take itraconazole capsules orally twice on the days 8 to 13 at 200mg in fed condition, and a combination of 80mg ASK120067 and 200mg itraconazole were administrated on the 11th day in fast condition."
159217429,NCT05530629,DEVICE,resistance training,"resistance training lasts for 12 weeks, three times a week, one hour each time, and the program of resistance training in the experimental group was divided into 10 exercises: Chest press, Lat pull down, Shoulder press, Squat, Leg extension, Leg curl, Bicep curl, Triceps extension, abdominal crunches, lower back exercises."
159217430,NCT05530629,DEVICE,Normal P.E. course,"Carry out general teaching content according to the college syllabus lasts for 12 weeks , three times a week, one hour each time, and the program of Normal P.E. course in the control group will be Physical recovery exercises, learn and practice queue formation, calisthenics, five step fists, long fist and Basic movements of Gymnastics gradually changed by week."
159585759,NCT06499025,BIOLOGICAL,targeted AML1-ETO neoantigen cytotoxic T cells (CTL),"After subject screening, peripheral blood mononuclear cell #PBMC# donors matching half or more of the subject's HLA matching will undergo blood collection to prepare neoantigen cytotoxic T cells. Neoantigen cytotoxic T cells preparation is expected to be 25-30 days after blood collection. In this study, the bridging therapy will be allowed before Chemotherapy preconditioning. Chemotherapy preconditioning will be performed before neoantigen cytotoxic T cells transfusion."
159217431,NCT03430453,PROCEDURE,Measure of the minimal intensity of stimulation during ultrasound guided peripheral nerve blockade,"A needle is placed at the target under ultrasound guidance, the nerve stimulator is turned on and the intensity increased until motor response is observed. The Minimal Intensity of Stimulation is recorded before injection of local anesthetic"
159217432,NCT00134420,DRUG,Nutropin AQ,Growth Hormone (Nutropin AQ) treatment given to Group 1 immediately Growth Hormone (Nutropin AQ) treatment given to Group 2 after one year observation
159217433,NCT00134420,PROCEDURE,Arginine and Clonidine Stimulation Testing,This testing was done to determine growth hormone status prior to starting treatment.
159217434,NCT00134420,PROCEDURE,Growth Factors Laboratory Testing,This involved assessment of growth factors such as IGF#1 before treatment was initiated.
159217435,NCT00134420,PROCEDURE,Neuropsychological Testing,This testing was done prior to treatment and at the end of treatment.
159217436,NCT02562690,OTHER,"Thrombin generation assays, TEG and GTT","Thrombin generation assays, Thromboelastography (TEG), and Global Thrombosis Test (GTT)"
159217437,NCT02522871,DEVICE,OCS™ Liver System,
159585760,NCT06499025,DRUG,Cyclophosphamide injection,Cyclophosphamide injection will be performed in -10 to -8d before neoantigen cytotoxic T cells transfusion
159585761,NCT06499025,DRUG,Decitabine Injection,Decitabine Injection will be performed in -12 to -8d before neoantigen cytotoxic T cells transfusion
159585762,NCT06499025,DRUG,Liposome mitoxantrone,Liposome mitoxantrone will be performed in -9 to -8d before neoantigen cytotoxic T cells transfusion
159585763,NCT01726244,BEHAVIORAL,Multidisciplinary Intervention,"Health education sessions consisting in controlling disease and stress asociated to it, and modifying eating habits"
159217438,NCT02522871,OTHER,Control,
159217439,NCT04138979,DRUG,cyclophosphamide,First use of chemotherapy after breast cancer
159217440,NCT05488756,OTHER,Group 1,"Physical therapy agents and isometric exercise training will be applied to the patients. These will be administered a combination of transcutaneous electrical nerve stimulation, ultrasound, a hot pack, and isometric training 3 times a week for 4 weeks by the physical therapist."
159217441,NCT05488756,OTHER,Group 2,"Physical therapy agents and deep cervical flexor muscle training will be applied to the patients. These will be administered a combination of transcutaneous electrical nerve stimulation, ultrasound, a hot pack, and muscle training 3 times a week for 4 weeks by the physical therapist. Training of the craniocervical flexor muscles is going to be focused on the deep flexor muscles such as longus capitis and longus colli muscles, making neck flexion, not the head."
159217442,NCT05488756,OTHER,Group 3,"Physical therapy agents and core stabilization training will be applied to the patients. These will be administered a combination of transcutaneous electrical nerve stimulation, ultrasound, a hot pack, and stabilization training 3 times a week for 4 weeks by the physical therapist. These exercises will be performed for 10 repetitions with 10 seconds of contraction and 5 seconds of relaxation."
159217443,NCT04134403,DRUG,STASIS,"Hydrocortisone sodium succinate, 50 mg, every 6 hours, 7 days or until ICU discharge Thiamine, 200 mg, every 12 hours, 4 days or until ICU discharge Ascorbic acid, 1,500 mg, every 6 hours, 4 days or until ICU discharge"
159217444,NCT04944862,BIOLOGICAL,CDX-0159,administered intravenously
159217445,NCT04944862,DRUG,Normal saline,administered intravenously
159585764,NCT00194181,DRUG,TPA Infusion,
159585765,NCT01873417,DRUG,BG00012 (DMF),
159585766,NCT04558463,DRUG,Favipiravir,"The favipiravir group received loading dose of 1600 mg twice a day (3200 mg/day) on the first day and continued with 600 mg twice a day (1200 mg/day) for the next 2nd - 7th day in addition to the standard therapy.

Standard therapy: administration of azithromycin 500 mg/day or levofloxacin 750 mg/day for 5 days, chloroquine (either Sulphur-based chloroquine 600 mg/day or chloroquine phosphate 100 mg/day or hydroxychloroquine 400 mg/day) for 5-7 days, vitamin C, oxygen therapy according to the patients clinical condition, comorbid therapy and other symptomatic treatment such as antipyretic drug"
159217446,NCT01890720,DEVICE,iNPWT,The Incisional Negative Pressure Wound Therapy (iNPWT) will be applied over the clean closed incision immediately following the operation (caesarean section). In the intervention group the therapy will be left in situ for five days.
159585767,NCT04558463,DRUG,Oseltamivir 75mg,"The oseltamivir group was given twice a day of 75 mg of oseltamivir (150 mg/day) for 7 days in addition to standard therapy

Standard therapy: administration of azithromycin 500 mg/day or levofloxacin 750 mg/day for 5 days, chloroquine (either Sulphur-based chloroquine 600 mg/day or chloroquine phosphate 100 mg/day or hydroxychloroquine 400 mg/day) for 5-7 days, vitamin C, oxygen therapy according to the patients clinical condition, comorbid therapy and other symptomatic treatment such as antipyretic drug"
159217447,NCT01890720,OTHER,Standard postoperative wound dressing,A standard wound dressing will be applied over the clean closed incision immediately following the operation (caesarean section). In the control group the dressing will be left in situ for at least 24 hours as standard procedure.
159217448,NCT01311869,DIETARY_SUPPLEMENT,EGCG ( Green Tea extract),"A randomized double-blind placebo-controlled clinical trial will be conducted with 80 women of reproductive age,the 80 women will be allocated into two groups, 40 each. Each group will be given one of two interventions: The first is 2 capsules of (EGCG which is green tea extract, taken orally with food on daily basis for 6 months, each capsule contain 326.25 mg decaffeinated EGCG,The second group will receive matched (color, taste and texture) placebo for a period of 6 months."
159217449,NCT01311869,DIETARY_SUPPLEMENT,Brown rice pills,"40 subjects will receive 800 mg EGCG orally daily for 6 months, the other 40 subject will receive brown rice pills for the same duration."
159217450,NCT05062395,PROCEDURE,Computed Tomography,Undergo FDG PET CT
159217451,NCT05062395,OTHER,Fludeoxyglucose F-18,Undergo FDG PET CT
159217452,NCT05062395,OTHER,Low Carbohydrate High Fat Diet,low carbohydrate and high fat diet for 48-72 hours
159217453,NCT05062395,PROCEDURE,Positron Emission Tomography,Undergo FDG PET CT
159217454,NCT03320694,DRUG,Metformin,metformin 500mg twice daily \& increased until 2500mg till normoglycemia was achieved and was continued till delivery
159217455,NCT03320694,DRUG,Insulin,The insulin group was given 3 S/C injections of regular insulin \& one intermediate acting injection at night till normoglycemia was achieved and was continued till delivery
159217456,NCT06454266,DRUG,ORM regimen,"The subjects received ORM regimen treatment every 21 days for a total of 6 cycles. The specific medication is as follows "" Obutinib tablets 150mg qd d1-21 (suspended 2 days before MTX use until MTX drops to safe concentration) Rituximab 375mg/m2, d1 Methotrexate 3g/m2, d2"
159217457,NCT00509262,DRUG,Sitagliptin,Participants with moderate renal insufficiency will receive two sitagliptin 25 mg tablets orally daily; participants with severe renal insufficiency will receive one sitagliptin 25 mg tablet orally daily
159585768,NCT03269851,RADIATION,computed tomography,ct will be done to detect radiological risk factors for neurological deficits after thoracolumbar fractures
159585769,NCT05594316,DRUG,Trichloroacetic acid,5. Patients will be subjected to 3 session of trichloroacetic acid 35% one month apart.
159585770,NCT04157816,OTHER,Face-to-Face Training,"This intervention is a traditional classroom-based (face-to-face) training program for non-specialist health workers offering instruction for the delivery of the Healthy Activity Program (HAP) in primary care settings. HAP is an evidence-based brief psychological treatment for depression. The classroom instruction follows the HAP manuals and is facilitated by an experienced counselor with certification as a Master Trainer, meaning that they have significant experience delivering HAP to patients with depression in clinical settings and also training other health workers in the delivery HAP. The total duration of classroom instruction is 6 days."
159769498,NCT03879213,DIETARY_SUPPLEMENT,Control breakfast,Control drink + buttermilk biscuit sandwich
159769499,NCT00944970,DRUG,binodenoson,30-second intravenous injection (bolus) of binodenoson (1.5 mcg/kg) and a 6-minute intravenous infusion of placebo
159032356,NCT02327455,PROCEDURE,Stress Dobutamine Echocardiographic using 4DE System,"Subjects will undergo their clinically indicated stress dobutamine echocardiographic studies using our standard clinical graded dobutamine stress imaging protcol, employing the iE33 4DE system."
159217458,NCT00509262,DRUG,Glipizide,Participants will receive glipizide 2.5 mg (1/2 tablet) orally once daily up to 20 mg orally daily (10 mg twice daily)
159217459,NCT00509262,DRUG,Placebo for Sitagliptin,Participants with moderate renal insufficiency will receive 2 placebo for sitagliptin tablets orally daily; participants with severe renal insufficiency will receive 1 placebo for sitagliptin tablet orally daily
159217460,NCT00509262,DRUG,Placebo for Glipizide,Participants will receive 1/2 tablet of placebo for glipizide orally once daily up to 2 tablets orally twice daily
159217461,NCT04597151,DIETARY_SUPPLEMENT,Dietary Intervention,Attend diet education sessions
159217462,NCT04934943,DIAGNOSTIC_TEST,mini_FC,100 ml of Crystalloids infused over 1 minute - data recording and new baseline - FC 4 ml/kg in 10 minutes - data recording
159217463,NCT05235503,DRUG,Medicinal cannabis in combination with oxycodon,The intervention will be administering the combination of medicinal cannabis in combination with oxycodon
159032357,NCT03231176,DRUG,Varlitinib,"oral tablets, twice daily"
159032358,NCT03231176,DRUG,Capecitabine,"oral tablets, twice daily for 2 weeks followed by a 1-week rest period in 3-week cycles"
159032359,NCT04800796,OTHER,Audiovisual,Receive blended learning before and reading the Standard operating procedure
159217464,NCT05235503,DRUG,Medicinal cannabis in combination with placebo oxycodon,The intervention will be administering the combination of medicinal cannabis in combination with placebo oxycodon
159217465,NCT02048241,BEHAVIORAL,Parent Management Training,This is a psychological treatment that focuses on decreasing tantrums and outbursts by reducing the ability of the tantrum to coerce parents into giving in to the demand that precipitated the tantrum.
159217466,NCT02048241,OTHER,Placebo,Weekly dispensation of pills matching Intuniv but without the active medication
159217467,NCT02048241,DRUG,Intuniv,Weekly administration of medication in doses as per protocol
159217468,NCT01419444,BEHAVIORAL,Airflow Exercises for Voicing,"Gargling, Cup Bubble Blowing, and Stretch and Flow Exercises will be taught to reduce laryngeal closure and improve airflow through the glottis during voicing."
159217469,NCT06400875,DEVICE,"InnovaMatrix® AC Sterilized, Porcine Placental Extracellular Matrix (ECM)","weekly application of sterilized, porcine placental ECM followed by standard of care wound therapy and compression therapy"
159217470,NCT01633593,DRUG,Donepezil,"5 mg PO a day, during 2 weeks"
159217471,NCT03754725,DRUG,Deferiprone pill,1000 mg of deferiprone (oral) BID (15 mg/Kg)
159217472,NCT03754725,DRUG,placebo,patients will receive placebo orally
159769500,NCT00944970,DRUG,adenosine,30-second intravenous injection (bolus) of placebo and a 6-minute intravenous infusion of adenosine (140 mcg/kg/minute)
159769501,NCT02331537,BEHAVIORAL,Internet-based cognitive-behavior therapy,"Internet-based cognitive-behavior therapy on a safe internet platform. Treatment is divided into seven modules, each containing homework assignments . The participants will be assigned a therapist that they can contact through a message system in the platform and expect answer within 24 hours."
159217473,NCT03754725,BEHAVIORAL,Montreal Cognitive Assessment,"Neurocognitive assessment, lower score indicates lower cognitive level"
159217474,NCT06413498,DRUG,Anitocabtagene Autoleucel,A single infusion of CAR+ transduced autologous T cells
159217475,NCT06413498,DRUG,Cyclophosphamide,Administered intravenously
159217476,NCT06413498,DRUG,Fludarabine,Administered intravenously
159217477,NCT06413498,DRUG,Pomalidomide,Tablet administered orally
159217478,NCT06413498,DRUG,Bortezomib,Administered intravenously or subcutaneously
159217479,NCT06413498,DRUG,Dexamethasone,Tablet administered orally
159217480,NCT06413498,DRUG,Daratumumab,Administered intravenously or subcutaneously
159217481,NCT06413498,DRUG,Carfilzomib,Administered intravenously
159217482,NCT02242591,DRUG,"Ropivacaine 7,5 mg/ml",
159217483,NCT02242591,DRUG,Saline,
159217484,NCT02600754,BEHAVIORAL,IT-PST,5 sessions of problem-solving therapy by licensed mental health clinicians co-located in an aging-service agency (Meals on Wheels and More)
159217485,NCT02600754,BEHAVIORAL,IT-SCM,5 sessions of self-care management support by trained lay advisers co-located in an aging-service agency (Meals on Wheels and More)
159217486,NCT06965413,DRUG,RO7204239,RO7204239 or matching placebo will be administered as per the schedule specified in the arms.
159217487,NCT06965413,DRUG,RO7204239 Matching Placebo,RO7204239 matching placebo will be administered as per the schedule specified in the arm.
159217488,NCT06965413,DRUG,Tirzepatide,Tirzepatide will be administered as per the schedule specified in the arms.
159217489,NCT02747979,OTHER,hemodialysis only,hemodialysis treatment only
159217490,NCT02747979,OTHER,hemodialysis plus hemoperfusion(HA330),combination of hemodialysis and hemoperfusion (HA330) treatment
159217491,NCT02747979,OTHER,hemodialysis plus hemoperfusion(HA130),combination of hemodialysis and hemoperfusion (HA130) treatment
159217492,NCT00004904,BIOLOGICAL,anti-thymocyte globulin,
159217493,NCT00004904,BIOLOGICAL,filgrastim,
159217494,NCT00004904,DRUG,cladribine,
159217495,NCT00004904,DRUG,cyclophosphamide,
159217496,NCT00004904,DRUG,etoposide,
159217497,NCT00004904,DRUG,methylprednisolone,
159217498,NCT00004904,DRUG,tacrolimus,
159217499,NCT00004904,PROCEDURE,allogeneic bone marrow transplantation,
159217500,NCT00004904,PROCEDURE,in vitro-treated peripheral blood stem cell transplantation,
159217501,NCT05505994,DRUG,DWP16001,DWP16001 A mg tablet
159217502,NCT05505994,DRUG,Dapagliflozin,Dapagliflozin tablet
159217503,NCT05505994,DRUG,DWP16001 Placebo,DWP16001 Placebo tablet
159217504,NCT05505994,DRUG,Dapagliflozin Placebo,Dapagliflozin Placebo tablet
159217505,NCT02417493,BEHAVIORAL,Simulation of epinephrine self-injection,
159217506,NCT06080139,BEHAVIORAL,Refugee parenting education in a participatory community,"Parents will vote for one of the 5 previously studied refugee parenting curriculums: 1) Creating Opportunities Through Mentoring Parenting Involvement and Safe Space (COMPASS); 2) GenerationPMTO; 3) Happy Families; 4) Family Strengthening Intervention for Refugees (FSI-R).

Researchers will use a model of Learning by Observing and Pitching In (LOPI), to empower community members in the learning process. LOPI is a multicomponent way of organizing group learning that improves collaboration, alertness, and executive functions such as perspective-taking and self-regulation in addition to specific skills learning and has been used in many indigenous and indigenous-heritage communities of the Americas."
159217507,NCT03347578,DIAGNOSTIC_TEST,Ultrasonography,Diaphragmatic ultrasound was performed to investigate diaphragmatic function after thoracic surgery
159217508,NCT06221527,PROCEDURE,conventional group,fixation of parasymphyseal fracture using two four-hole titanium miniplates that will be placed on inferior border and another one on superior border
159217509,NCT02125604,DRUG,dimethyl fumarate,capsules administered according to the prevailing product label
159217510,NCT00983398,DRUG,Carboplatin,Given IA
159217511,NCT00983398,DRUG,Mannitol,Given IA
159217512,NCT00983398,DRUG,Melphalan,Given IA
159217513,NCT00983398,OTHER,Quality-of-Life Assessment,Ancillary studies
159217514,NCT00983398,OTHER,Questionnaire Administration,Ancillary studies
159217515,NCT00983398,DRUG,Sodium Thiosulfate,Given IV
159217516,NCT06971848,OTHER,Drug skin tests (investigating hypersensitivity to a biotherapy),allergologic skin tests (prick tests and intradermal tests)
159217517,NCT05176093,BIOLOGICAL,Engensis,Lyophilized biologic to be reconstituted containing Engensis
159217518,NCT05176093,OTHER,Placebo,Injectable Liquid
159217519,NCT04864210,DRUG,Liposomal bupivacaine,Surgeons will perform an intercostal nerve block in the operating room under thoracoscopic guidance while the patient is asleep under anesthesia. This intervention (block) is one of the standards of care but the medication (liposomal bupivacaine) currently is not FDA approved for this type of block.
