id,nct_id,outcome_id,result_group_id,ctgov_group_code,classification,category,title,description,units,param_type,param_value,param_value_num,dispersion_type,dispersion_value,dispersion_value_num,dispersion_lower_limit,dispersion_upper_limit,explanation_of_na,dispersion_upper_limit_raw,dispersion_lower_limit_raw
753204161,NCT01948193,100832003,316074745,OG000,Anti-Polio 2; Post-dose 3 (N=146),,Percentage of Participants With Seroprotection After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of a Commercial Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus antibodies by an enzyme-linked immunosorbent assay (ELISA), Haemophilus influenzae type b polysaccharide (PRP) antibodies by Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hepatitis B (Hep B) antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.

Description of seroprotection: Diphtheria and Tetanus antibody concentrations ≥0.01 International Units (IU)/mL; Poliovirus 1, 2, and 3 titers ≥8 (1/dilution); Hep B concentrations ≥10 mIU/mL, and PRP ≥0.15 µg/mL.",Percentage of participants,NUMBER,100,100.0,,,,,,,,
755493555,NCT03531762,101140522,317093763,OG001,,,Area Under the Plasma Concentration-Time Curve From Time Zero to Last Measurable Concentration (AUC0-t) of Tepotinib in Treatment A and Treatment C,Area under the plasma concentration versus time curve from time zero to the last sampling time t at which the concentration was at or above the lower limit of quantification (LLOQ). AUC0-t was to be calculated according to the mixed log-linear trapezoidal rule.,Hour*nanogram per milliliter (h*ng/mL),GEOMETRIC_MEAN,23649,23649.0,Geometric Coefficient of Variation,19.5,19.5,,,,,
755493556,NCT03531762,101140523,317093764,OG000,,,Area Under the Plasma Concentration-Time Curve From Time Zero to Infinity (AUC0-inf) of Tepotinib in Treatment A and Treatment C,"AUC0-inf was calculated by combining AUC0-t and AUCextra. AUC extra represents an extrapolated value obtained by Clast/Lambda z, where Clast is the calculated plasma concentration at the last sampling time point at which the measured plasma concentration is at or above the Lower Limit of quantification (LLOQ) and Lambda z is the apparent terminal rate constant determined by log-linear regression analysis of the measured plasma concentrations of the terminal log-linear phase.",h*ng/mL,GEOMETRIC_MEAN,23081,23081.0,Geometric Coefficient of Variation,19.8,19.8,,,,,
752312443,NCT01125930,100715969,315680690,OG003,Severe,,Severity of Erythematotelangiectatic Rosacea Symptoms: Self-Reported Facial Burning,"Evaluation of erythematotelangiectatic rosacea symptoms includes subject reporting of flushing, burning, stinging, topical product intolerance",participants,NUMBER,1,1.0,,,,,,,,
752312444,NCT01125930,100715969,315680691,OG004,Severe,,Severity of Erythematotelangiectatic Rosacea Symptoms: Self-Reported Facial Burning,"Evaluation of erythematotelangiectatic rosacea symptoms includes subject reporting of flushing, burning, stinging, topical product intolerance",participants,NUMBER,0,0.0,,,,,,,,
755493557,NCT03531762,101140523,317093765,OG001,,,Area Under the Plasma Concentration-Time Curve From Time Zero to Infinity (AUC0-inf) of Tepotinib in Treatment A and Treatment C,"AUC0-inf was calculated by combining AUC0-t and AUCextra. AUC extra represents an extrapolated value obtained by Clast/Lambda z, where Clast is the calculated plasma concentration at the last sampling time point at which the measured plasma concentration is at or above the Lower Limit of quantification (LLOQ) and Lambda z is the apparent terminal rate constant determined by log-linear regression analysis of the measured plasma concentrations of the terminal log-linear phase.",h*ng/mL,GEOMETRIC_MEAN,25343,25343.0,Geometric Coefficient of Variation,21.3,21.3,,,,,
753204162,NCT01948193,100832003,316074745,OG000,Anti-Polio 3; Post-dose 3 (N=144),,Percentage of Participants With Seroprotection After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of a Commercial Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus antibodies by an enzyme-linked immunosorbent assay (ELISA), Haemophilus influenzae type b polysaccharide (PRP) antibodies by Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hepatitis B (Hep B) antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.

Description of seroprotection: Diphtheria and Tetanus antibody concentrations ≥0.01 International Units (IU)/mL; Poliovirus 1, 2, and 3 titers ≥8 (1/dilution); Hep B concentrations ≥10 mIU/mL, and PRP ≥0.15 µg/mL.",Percentage of participants,NUMBER,100,100.0,,,,,,,,
753204163,NCT01948193,100832003,316074745,OG000,"Anti-Hep B; Post-dose 3, ≥10 (N=152)",,Percentage of Participants With Seroprotection After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of a Commercial Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus antibodies by an enzyme-linked immunosorbent assay (ELISA), Haemophilus influenzae type b polysaccharide (PRP) antibodies by Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hepatitis B (Hep B) antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.

Description of seroprotection: Diphtheria and Tetanus antibody concentrations ≥0.01 International Units (IU)/mL; Poliovirus 1, 2, and 3 titers ≥8 (1/dilution); Hep B concentrations ≥10 mIU/mL, and PRP ≥0.15 µg/mL.",Percentage of participants,NUMBER,100,100.0,,,,,,,,
753204164,NCT01948193,100832003,316074745,OG000,"Anti-PRP; Post-dose 3, ≥0.15 (N=156)",,Percentage of Participants With Seroprotection After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of a Commercial Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus antibodies by an enzyme-linked immunosorbent assay (ELISA), Haemophilus influenzae type b polysaccharide (PRP) antibodies by Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hepatitis B (Hep B) antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.

Description of seroprotection: Diphtheria and Tetanus antibody concentrations ≥0.01 International Units (IU)/mL; Poliovirus 1, 2, and 3 titers ≥8 (1/dilution); Hep B concentrations ≥10 mIU/mL, and PRP ≥0.15 µg/mL.",Percentage of participants,NUMBER,100,100.0,,,,,,,,
753204165,NCT01948193,100832004,316074746,OG000,Anti-Diphtheria; Pre-dose 1 (N=152),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,0.019,0.019,95% Confidence Interval,,,0.015,0.025,,0.025,0.015
753204166,NCT01948193,100832004,316074746,OG000,Anti-Diphtheria; Post-dose 3 (N=135),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,0.120,0.12,95% Confidence Interval,,,0.099,0.146,,0.146,0.099
753204167,NCT01948193,100832004,316074746,OG000,Anti-Tetanus; Post-dose 3 (N=134),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,1.95,1.95,95% Confidence Interval,,,1.75,2.17,,2.17,1.75
753204168,NCT01948193,100832004,316074746,OG000,Anti-PT; Pre-dose 1 (N=147),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,3.84,3.84,95% Confidence Interval,,,3.0,4.91,,4.91,3.00
755493559,NCT03531762,101140524,317093767,OG001,,,Maximum Observed Plasma Concentration (Cmax) of Tepotinib in Treatment A and Treatment C,Cmax was obtained directly from the concentration versus time curve.,Nanogram per milliliter (ng/mL),GEOMETRIC_MEAN,445,445.0,Geometric Coefficient of Variation,21.1,21.1,,,,,
756409381,NCT02247440,101267414,317512477,OG000,Week 4 to Week 12,Compliance ≥ 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,17,17.0,,,,,,,,
756409382,NCT02247440,101267414,317512477,OG000,Week 12 to Week 16,Compliance < 80%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
753204169,NCT01948193,100832004,316074746,OG000,Anti-PT; Post-dose 3 (N=155),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,191,191.0,95% Confidence Interval,,,173.0,210.0,,210,173
753204170,NCT01948193,100832004,316074746,OG000,Anti-FHA; Pre-dose 1 (N=151),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,6.17,6.17,95% Confidence Interval,,,5.1,7.48,,7.48,5.10
753204171,NCT01948193,100832004,316074746,OG000,Anti-FHA; Post-dose 3 (N=152),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,226,226.0,95% Confidence Interval,,,208.0,247.0,,247,208
753204172,NCT01948193,100832004,316074746,OG000,Anti-Polio 1; Post-dose 3 (N=145),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,1124,1124.0,95% Confidence Interval,,,861.0,1468.0,,1468,861
753204173,NCT01948193,100832004,316074746,OG000,Anti-Polio 2; Post-dose 3 (N=146),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,1401,1401.0,95% Confidence Interval,,,1108.0,1771.0,,1771,1108
753204174,NCT01948193,100832004,316074746,OG000,Anti-Polio 3; Post-dose 3 (N=144),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,2019,2019.0,95% Confidence Interval,,,1672.0,2437.0,,2437,1672
753204175,NCT01948193,100832004,316074746,OG000,Anti-Hep B; Pre-dose 1 (N=152),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,3.78,3.78,95% Confidence Interval,,,3.23,4.43,,4.43,3.23
753204176,NCT01948193,100832004,316074746,OG000,Anti-Hep B; Post-dose 3 (N=152),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,2491,2491.0,95% Confidence Interval,,,2073.0,2995.0,,2995,2073
753204177,NCT01948193,100832004,316074746,OG000,Anti-PRP; Post-dose 3 (N=156),,Geometric Mean Titers of Antibodies Against Vaccine Antigens After Vaccinations With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine After a Documented Dose of an Oral Poliovirus Vaccine and Recombinant Hep B Monovalent Vaccine at Birth,"Diphtheria antibodies were measured by a toxin neutralization test, tetanus, PT, and FHA antibodies by an ELISA, PRP antibodies by a Farr type radioimmunoassay, poliovirus 1, 2, and 3 antibodies by a neutralization assay, and Hep B antibodies were measured by VITROS ECi/ECiQ Immunodiagnostic System.",Titers,GEOMETRIC_MEAN,7.86,7.86,95% Confidence Interval,,,6.35,9.73,,9.73,6.35
