nct_id,phase,condition,intervention_type,sponsor_type,enrollment,status,outcome_label,final_outcome
NCT00050037,NA,Obesity,PROCEDURE,NIH,60.0,COMPLETED,,Failed
NCT00050050,PHASE1,Attention Deficit Disorder With Hyperactivity,BEHAVIORAL,NIH,40.0,COMPLETED,,Failed
NCT00050063,,HIV Infections,BIOLOGICAL,NIH,78.0,COMPLETED,,Failed
NCT00050076,PHASE2,Congestive Heart Failure,DRUG,INDUSTRY,204.0,COMPLETED,,Failed
NCT00050089,NA,AIDS,OTHER,OTHER_GOV,368.0,COMPLETED,"Number of Participants With New or Recurrent AIDS Event, or Death",Passed
NCT00050102,PHASE2,Melanoma,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00050115,,Hepatitis-Associated Aplastic Anemia,,NIH,9.0,COMPLETED,,Failed
NCT00050128,PHASE1,Cerebrovascular Accident,DEVICE,NIH,15.0,COMPLETED,,Failed
NCT00050141,PHASE2,Breast Cancer,DRUG,INDUSTRY,121.0,COMPLETED,,Failed
NCT00050154,PHASE2,Myelodysplastic Syndrome,DRUG,INDUSTRY,82.0,COMPLETED,,Failed
NCT00050167,PHASE1,Breast Cancer,DRUG,INDUSTRY,603.0,COMPLETED,Percentage of Participants With Reoccurrence,Passed
NCT00050180,PHASE4,Healthy,DRUG,NIH,81.0,COMPLETED,,Failed
NCT00050193,,Mastocytosis,,NIH,103.0,COMPLETED,,Failed
NCT00050206,PHASE4,Bipolar Disorder,DRUG,INDUSTRY,130.0,COMPLETED,,Failed
NCT00050219,,Alcohol Consumption,,NIH,60.0,COMPLETED,,Failed
NCT00050232,PHASE3,Multiple Sclerosis,DRUG,INDUSTRY,96.0,COMPLETED,,Failed
NCT00050245,PHASE2,Polyneuropathies,DRUG,NIH,30.0,COMPLETED,,Failed
NCT00050271,NA,HIV Infections,DRUG,OTHER,27.0,COMPLETED,,Failed
NCT00050284,,HIV Infections,,NIH,158.0,COMPLETED,,Failed
NCT00050297,PHASE2,Prostate Cancer,DRUG,INDUSTRY,,TERMINATED,,Failed
NCT00050310,,Anthrax,,NIH,200.0,RECRUITING,,Failed
NCT00050323,PHASE1/PHASE2,"Carcinoma, Renal Cell",DRUG,INDUSTRY,30.0,COMPLETED,,Failed
NCT00050336,PHASE3,"Carcinoma, Non-small-cell Lung",DRUG,INDUSTRY,702.0,TERMINATED,,Failed
NCT00050349,PHASE2,Carcinoid,DRUG,INDUSTRY,33.0,COMPLETED,,Failed
NCT00050362,PHASE2,Pain,DRUG,NIH,136.0,COMPLETED,,Failed
NCT00050375,PHASE3,Ovarian Cancer,DRUG,INDUSTRY,354.0,TERMINATED,,Failed
NCT00050388,PHASE3,Head and Neck Cancer,GENETIC,INDUSTRY,,COMPLETED,,Failed
NCT00050401,PHASE3,Pneumonia,DRUG,INDUSTRY,500.0,COMPLETED,,Failed
NCT00050414,PHASE2,Ovarian Neoplasms,DRUG,INDUSTRY,147.0,COMPLETED,,Failed
NCT00050427,PHASE2,Breast Neoplasms,DRUG,INDUSTRY,53.0,COMPLETED,,Failed
NCT00050440,PHASE2,Endometrial Neoplasms,DRUG,INDUSTRY,50.0,COMPLETED,,Failed
NCT00050466,,Corneal Diseases,,NIH,24.0,COMPLETED,,Failed
NCT00050479,PHASE3,Macular Degeneration,DRUG,NIH,100.0,COMPLETED,,Failed
NCT00050492,,Retinal Vasculitis,,NIH,200.0,COMPLETED,,Failed
NCT00050505,PHASE2,Smallpox,BIOLOGICAL,NIH,927.0,COMPLETED,,Failed
NCT00050518,PHASE2,Smallpox,BIOLOGICAL,NIH,444.0,COMPLETED,,Failed
NCT00050531,PHASE3,"Leukemia, Myeloid, Chronic",DRUG,INDUSTRY,94.0,COMPLETED,,Failed
NCT00050557,PHASE1,Mood Disorders,BEHAVIORAL,NIH,165.0,COMPLETED,,Failed
NCT00050570,NA,Eating Disorders,BEHAVIORAL,NIH,206.0,COMPLETED,,Failed
NCT00050583,PHASE3,Somatoform Disorders,BEHAVIORAL,NIH,172.0,COMPLETED,,Failed
NCT00050596,PHASE2,Prostate Cancer,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00050609,PHASE2,Gastroparesis,DRUG,INDUSTRY,2.0,COMPLETED,,Failed
NCT00050622,NA,Attention Deficit Disorder With Hyperactivity,DRUG,NIH,154.0,COMPLETED,Social Behavior-Negative Verbalizations,Passed
NCT00050635,PHASE4,Neoplasms,DRUG,INDUSTRY,150.0,COMPLETED,,Failed
NCT00050648,PHASE1/PHASE2,Psoriasis,DRUG,INDUSTRY,20.0,COMPLETED,,Failed
NCT00050661,PHASE1/PHASE2,Psoriasis,DRUG,INDUSTRY,6.0,COMPLETED,,Failed
NCT00050674,PHASE2,Non-small Cell Lung Cancer,DRUG,INDUSTRY,40.0,COMPLETED,,Failed
NCT00050687,PHASE1/PHASE2,Prostatic Neoplasms,DRUG,INDUSTRY,,TERMINATED,,Failed
NCT00050700,,Depression,,NIH,107.0,COMPLETED,,Failed
NCT00050713,PHASE2,Membranous Glomerulonephritis,DRUG,NIH,12.0,COMPLETED,,Failed
NCT00050726,PHASE2,HIV Infections,DRUG,NIH,620.0,COMPLETED,,Failed
NCT00050752,,Renal Tumor Histology,,NIH,1130.0,RECRUITING,,Failed
NCT00050765,PHASE1,Congestive Heart Failure,DRUG,INDUSTRY,15.0,UNKNOWN,,Failed
NCT00050778,PHASE2,"Multiple Sclerosis, Relapsing-Remitting",BIOLOGICAL,INDUSTRY,334.0,COMPLETED,Probability of Participants With Sustained Accumulation of Disability (SAD),Passed
NCT00050791,PHASE2,Obesity,DRUG,OTHER,40.0,COMPLETED,,Failed
NCT00050804,PHASE4,Acute Traumatic Stress Disorders,DRUG,NIH,80.0,COMPLETED,,Failed
NCT00050817,PHASE3,Arteriosclerosis,DRUG,INDUSTRY,15603.0,COMPLETED,,Failed
NCT00050830,PHASE2,Lung Neoplasms,DRUG,INDUSTRY,163.0,COMPLETED,,Failed
NCT00050843,PHASE3,Myelodysplastic Syndromes,DRUG,INDUSTRY,220.0,COMPLETED,,Failed
NCT00050856,PHASE3,HIV Infections,DRUG,NIH,5.0,COMPLETED,,Failed
NCT00050869,,Healthy,,NIH,56.0,COMPLETED,,Failed
NCT00050882,PHASE2,Gastroparesis,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00050895,PHASE3,HIV Infections,DRUG,NIH,775.0,COMPLETED,,Failed
NCT00050908,,HIV Infections,,NIH,75.0,COMPLETED,,Failed
NCT00050921,NA,HIV Infections,DRUG,NIH,60.0,COMPLETED,,Failed
NCT00050934,PHASE3,Epilepsy,DRUG,INDUSTRY,132.0,COMPLETED,,Failed
NCT00050947,PHASE3,Epilepsy,DRUG,INDUSTRY,94.0,COMPLETED,,Failed
NCT00050960,PHASE3,Non-small Cell Lung Cancer,DRUG,INDUSTRY,612.0,COMPLETED,Overall Survival,Passed
NCT00050973,PHASE3,Non-small Cell Lung Cancer,DRUG,INDUSTRY,623.0,COMPLETED,,Failed
NCT00050986,PHASE1/PHASE2,Glioblastoma Multiforme,DRUG,INDUSTRY,55.0,COMPLETED,Maximal Tolerating Dose (MTD for Phase I),Passed
NCT00050999,PHASE4,"Lymphoma, T-Cell, Cutaneous",DRUG,INDUSTRY,195.0,COMPLETED,,Failed
NCT00051012,PHASE4,"Lymphoma, T-Cell, Cutaneous",DRUG,INDUSTRY,86.0,COMPLETED,,Failed
NCT00051025,PHASE2,Non-Hodgkin's Lymphoma,DRUG,INDUSTRY,9.0,COMPLETED,"Objective Clinical Response: Complete Response (CR) or Partial Response (PR) at Week 24, or, in the Event of Lengthened Cycle Intervals, at the End of Cycle 8.",Passed
NCT00051038,PHASE2/PHASE3,Hepatitis B,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00051051,PHASE2,Breast Neoplasms,DRUG,INDUSTRY,168.0,COMPLETED,,Failed
NCT00051077,PHASE2,HIV Infections,DRUG,NIH,0.0,WITHDRAWN,,Failed
NCT00051090,NA,HIV Infections,DRUG,NIH,0.0,WITHDRAWN,,Failed
NCT00051103,PHASE2,Metastatic Breast Cancer,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00051116,PHASE2,Multiple Myeloma,DRUG,INDUSTRY,100.0,COMPLETED,,Failed
NCT00051129,PHASE3,Macular Degeneration,DRUG,INDUSTRY,291.0,COMPLETED,,Failed
NCT00051142,PHASE3,"Glaucoma, Open-Angle",DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00051155,PHASE3,"Glaucoma, Open-Angle",DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00051168,PHASE3,"Glaucoma, Open-angle",DRUG,INDUSTRY,502.0,COMPLETED,Mean Intraocular Pressure,Passed
NCT00051181,PHASE3,"Glaucoma, Angle-Closure",DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00051194,PHASE2,"Glaucoma, Open-angle",DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00051207,PHASE1/PHASE2,Depression,BEHAVIORAL,OTHER,36.0,COMPLETED,,Failed
NCT00051220,PHASE1/PHASE2,Phobic Disorders,BEHAVIORAL,NIH,150.0,COMPLETED,,Failed
NCT00051233,PHASE2,Schizophrenia,PROCEDURE,NIH,40.0,COMPLETED,,Failed
NCT00051246,NA,"Depression, Postpartum",BEHAVIORAL,NIH,147.0,COMPLETED,,Failed
NCT00051259,PHASE3,Major Depressive Disorder (MDD),DRUG,INDUSTRY,420.0,COMPLETED,,Failed
NCT00051272,PHASE3,Major Depressive Disorder (MDD),DRUG,INDUSTRY,425.0,COMPLETED,,Failed
NCT00051285,PHASE3,"Heart Failure, Congestive",DRUG,INDUSTRY,1800.0,TERMINATED,,Failed
NCT00051298,PHASE3,Schizophrenia,DRUG,INDUSTRY,107.0,COMPLETED,,Failed
NCT00051311,PHASE2,Hematologic Neoplasms,PROCEDURE,NIH,62.0,COMPLETED,Number of Recipients Who Developed Grades I-IV Acute Graft Versus Host Disease (GVHD) Following a Combination of Cyclosporine and a Mini-dose Methotrexate Regimen for Graft Versus Host Disease (GVHD) Prophylaxis,Passed
NCT00051324,,Huntington Disease,,NIH,1700.0,ACTIVE_NOT_RECRUITING,,Failed
NCT00051337,,Hyperkinesis,,NIH,40.0,COMPLETED,,Failed
NCT00051350,NA,Cardiovascular Diseases,OTHER,NIH,164.0,COMPLETED,,Failed
NCT00051363,PHASE3,Lung Diseases,DEVICE,NIH,1105.0,COMPLETED,Effect of CPAP on Neurocognitive Function: E/F Function- SWMT-OMD,Passed
NCT00051376,NA,Myocardial Infarction,DRUG,NIH,,COMPLETED,,Failed
NCT00051389,PHASE2,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00051402,PHASE2,Memory Loss,DRUG,NIH,96.0,COMPLETED,,Failed
NCT00051415,PHASE2/PHASE3,Hypercholesterolemia,BEHAVIORAL,NIH,60.0,COMPLETED,,Failed
NCT00051428,PHASE1,Fibromyalgia,PROCEDURE,NIH,100.0,COMPLETED,,Failed
NCT00051441,PHASE3,Stomatitis,DRUG,INDUSTRY,605.0,COMPLETED,,Failed
NCT00051454,PHASE1/PHASE2,HIV Infections,BIOLOGICAL,NIH,24.0,COMPLETED,,Failed
NCT00051467,PHASE3,Pancreatic Cancer,GENETIC,INDUSTRY,,COMPLETED,,Failed
NCT00051480,PHASE2,Esophageal Cancer,GENETIC,INDUSTRY,,COMPLETED,,Failed
NCT00051493,PHASE2,"Carcinoma, Non-Small-Cell Lung",DRUG,INDUSTRY,50.0,COMPLETED,,Failed
NCT00051506,PHASE2,Lung Neoplasms,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00051519,,HIV Infection,,NIH,1000.0,COMPLETED,,Failed
NCT00051532,NA,Liver Neoplasms,DRUG,INDUSTRY,700.0,TERMINATED,,Failed
NCT00051545,PHASE3,Liver Neoplasms,DRUG,INDUSTRY,608.0,TERMINATED,,Failed
NCT00051558,PHASE3,Osteoporosis,DRUG,INDUSTRY,428.0,COMPLETED,Change From Baseline at 18 Month Endpoint in Lumbar Spine Bone Mineral Density (BMD),Passed
NCT00051571,PHASE2,"Carcinoma, Non-Small-Cell Lung",DRUG,INDUSTRY,60.0,COMPLETED,,Failed
NCT00051584,PHASE2,Ovarian Neoplasms,DRUG,INDUSTRY,60.0,TERMINATED,,Failed
NCT00051597,PHASE1/PHASE2,Hodgkin Disease,DRUG,INDUSTRY,70.0,COMPLETED,,Failed
NCT00051623,PHASE3,"Arthritis, Psoriatic",DRUG,INDUSTRY,70.0,COMPLETED,,Failed
NCT00051636,PHASE3,Paget's Disease of Bone,DRUG,INDUSTRY,172.0,COMPLETED,Number of Patients Who Achieve Therapeutic Response at 6 Months.,Passed
NCT00051662,PHASE1,Psoriatic Arthritis,DRUG,INDUSTRY,45.0,COMPLETED,,Failed
NCT00051675,PHASE1,Adenocarcinoma,DRUG,INDUSTRY,30.0,COMPLETED,,Failed
NCT00051688,PHASE2,Colorectal Neoplasms,DRUG,INDUSTRY,,TERMINATED,,Failed
NCT00051701,PHASE1/PHASE2,Non-Hodgkins Lymphoma,DRUG,INDUSTRY,61.0,TERMINATED,,Failed
NCT00051714,PHASE4,Conduct Disorder,BEHAVIORAL,NIH,1050.0,COMPLETED,,Failed
NCT00051727,PHASE2,Depression,BEHAVIORAL,NIH,480.0,COMPLETED,,Failed
NCT00051740,NA,Schizophrenia,BEHAVIORAL,OTHER,120.0,COMPLETED,,Failed
NCT00051753,PHASE3,Otitis Media,DRUG,INDUSTRY,1643.0,COMPLETED,,Failed
NCT00051766,NA,Acquired Immunodeficiency Syndrome,BEHAVIORAL,NIH,200.0,TERMINATED,,Failed
NCT00051779,PHASE1,Breast Neoplasms,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00051792,PHASE1/PHASE2,"Pulmonary Disease, Chronic Obstructive",BEHAVIORAL,NIH,36.0,COMPLETED,,Failed
NCT00051805,NA,HIV Infections,BEHAVIORAL,NIH,119.0,COMPLETED,,Failed
NCT00051818,PHASE1,HIV Infections,BEHAVIORAL,OTHER,20.0,COMPLETED,,Failed
NCT00051831,NA,HIV Infections,DRUG,NETWORK,19.0,COMPLETED,,Failed
NCT00051844,PHASE2,Human Immunodeficiency Virus,DRUG,INDUSTRY,179.0,COMPLETED,,Failed
NCT00051857,,Abnormalities,,NIH,750.0,RECRUITING,,Failed
NCT00051870,,Healthy,DEVICE,NIH,50.0,COMPLETED,,Failed
NCT00051883,,Tobacco Use Disorder,,NIH,125.0,COMPLETED,,Failed
NCT00051896,PHASE1,Cocaine-Related Disorders,DRUG,NIH,24.0,UNKNOWN,,Failed
NCT00051909,PHASE2,Alzheimer's Disease,DRUG,INDUSTRY,200.0,COMPLETED,,Failed
NCT00051922,PHASE1,HIV Infections,BIOLOGICAL,NIH,24.0,COMPLETED,,Failed
NCT00051935,PHASE2,Glycogen Storage Disease Type II,DRUG,INDUSTRY,2.0,COMPLETED,,Failed
NCT00051948,PHASE1/PHASE2,Ovarian Neoplasms,DRUG,INDUSTRY,28.0,COMPLETED,,Failed
NCT00051961,,Restless Legs Syndrome,,NIH,90.0,COMPLETED,,Failed
NCT00051974,PHASE2,Non-Small Cell Lung Cancer,DRUG,INDUSTRY,155.0,COMPLETED,,Failed
NCT00051987,PHASE2,Colorectal Carcinoma,DRUG,INDUSTRY,175.0,COMPLETED,,Failed
NCT00052000,PHASE1,Prostate Cancer,DRUG,INDUSTRY,29.0,COMPLETED,,Failed
NCT00052013,PHASE2,Von Hippel-Lindau Disease,DRUG,INDUSTRY,11.0,COMPLETED,,Failed
NCT00052026,PHASE3,Congestive Heart Failure,DRUG,OTHER,161.0,COMPLETED,,Failed
NCT00052039,PHASE3,Lung Disease,DRUG,INDUSTRY,0.0,TERMINATED,,Failed
NCT00052052,PHASE2,Lung Disease,DRUG,INDUSTRY,210.0,COMPLETED,,Failed
NCT00052065,PHASE1/PHASE2,Ovarian Neoplasms,DRUG,INDUSTRY,28.0,COMPLETED,,Failed
NCT00052078,PHASE3,Anxiety Disorders,DRUG,NIH,488.0,COMPLETED,Clinical Global Impression - Improvement Scale,Passed
NCT00052091,PHASE3,Depression,BEHAVIORAL,NIH,221.0,COMPLETED,,Failed
NCT00052104,PHASE2/PHASE3,Dementia,BEHAVIORAL,NIH,85.0,COMPLETED,,Failed
NCT00052117,PHASE2,HIV Infections,DRUG,INDUSTRY,300.0,COMPLETED,,Failed
NCT00052130,PHASE3,Malignant Melanoma,BIOLOGICAL,INDUSTRY,1118.0,UNKNOWN,,Failed
NCT00052143,,Huntington Disease,,NIH,1001.0,COMPLETED,,Failed
NCT00052156,PHASE3,Malignant Melanoma,BIOLOGICAL,INDUSTRY,670.0,UNKNOWN,,Failed
NCT00052169,PHASE2,Breast Neoplasms,DRUG,INDUSTRY,33.0,COMPLETED,,Failed
NCT00052182,PHASE1,HIV Infections,BIOLOGICAL,NIH,40.0,COMPLETED,,Failed
NCT00052195,PHASE2/PHASE3,Tuberculosis,BIOLOGICAL,NIH,1975.0,COMPLETED,,Failed
NCT00052208,PHASE1/PHASE2,Adult Giant Cell Glioblastoma,DRUG,OTHER,158.0,COMPLETED,,Failed
NCT00052221,NA,Fatigue,BIOLOGICAL,NIH,0.0,WITHDRAWN,,Failed
NCT00052273,PHASE1,Adult,DRUG,INDUSTRY,16.0,COMPLETED,,Failed
NCT00052286,NA,Brain and Central Nervous System Tumors,DRUG,INDUSTRY,29.0,COMPLETED,,Failed
NCT00052299,PHASE3,Leukemia,DRUG,OTHER,472.0,COMPLETED,,Failed
NCT00052312,PHASE2,Endometrial Cancer,DRUG,NETWORK,141.0,COMPLETED,,Failed
NCT00052325,PHASE2,Lung Cancer,DIETARY_SUPPLEMENT,NIH,,UNKNOWN,,Failed
NCT00052338,PHASE1,Malignant Pleural Effusion,DRUG,NIH,34.0,COMPLETED,,Failed
NCT00052351,PHASE2,Breast Cancer,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00052364,PHASE2,Adult Primary Hepatocellular Carcinoma,DRUG,NIH,32.0,COMPLETED,,Failed
NCT00052377,PHASE1/PHASE2,Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma,BIOLOGICAL,NIH,46.0,TERMINATED,,Failed
NCT00052390,PHASE2,Sarcoma,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00052403,PHASE1,"Unspecified Adult Solid Tumor, Protocol Specific",DRUG,NIH,0.0,WITHDRAWN,,Failed
NCT00052416,PHASE1,Leukemia,DRUG,OTHER,,COMPLETED,,Failed
NCT00052429,PHASE1/PHASE2,Head and Neck Cancer,DRUG,NIH,25.0,COMPLETED,Survival Rate of Patients,Passed
NCT00052442,PHASE1/PHASE2,Lymphoma,DRUG,NIH,72.0,COMPLETED,Response Rate,Passed
NCT00052455,PHASE3,Brain and Central Nervous System Tumors,DRUG,OTHER,500.0,COMPLETED,,Failed
NCT00052468,PHASE3,Fallopian Tube Cancer,DRUG,OTHER,1742.0,COMPLETED,,Failed
NCT00052481,,Prostate Cancer,PROCEDURE,NIH,500.0,COMPLETED,,Failed
NCT00052494,PHASE1,Lung Cancer,DRUG,NIH,9.0,COMPLETED,,Failed
NCT00052507,PHASE2,Colorectal Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00052520,PHASE1/PHASE2,Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities,BIOLOGICAL,NIH,37.0,COMPLETED,,Failed
NCT00052559,PHASE1,Adenocarcinoma of the Rectum,BIOLOGICAL,NIH,32.0,COMPLETED,,Failed
NCT00052572,PHASE2,Leukemia,DRUG,NIH,35.0,COMPLETED,,Failed
NCT00052585,PHASE2,Adenocarcinoma of the Colon,DRUG,NIH,50.0,TERMINATED,,Failed
NCT00052598,PHASE1/PHASE2,Accelerated Phase Chronic Myelogenous Leukemia,BIOLOGICAL,NIH,7.0,TERMINATED,,Failed
NCT00052611,PHASE2,Head and Neck Cancer,DRUG,NIH,23.0,COMPLETED,,Failed
NCT00052624,PHASE1,Brain and Central Nervous System Tumors,BIOLOGICAL,INDUSTRY,,UNKNOWN,,Failed
NCT00052637,PHASE3,Bladder Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00052676,NA,Breast Cancer,DRUG,OTHER,,COMPLETED,,Failed
NCT00052689,PHASE2,Duct Cell Adenocarcinoma of the Pancreas,DRUG,NIH,88.0,COMPLETED,,Failed
NCT00052715,PHASE2,Brain and Central Nervous System Tumors,DRUG,NIH,31.0,TERMINATED,Overall Survival in Pts With Newly Diagnosed GBM,Passed
NCT00052728,PHASE2,Breast Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00052754,PHASE2,Sarcoma,DRUG,NETWORK,48.0,COMPLETED,,Failed
NCT00052780,PHASE1,Childhood Central Nervous System Germ Cell Tumor,DRUG,NIH,72.0,COMPLETED,,Failed
NCT00052832,PHASE2,Leukemia,DIETARY_SUPPLEMENT,NIH,,COMPLETED,,Failed
NCT00052845,PHASE2,Prostate Cancer,DRUG,NIH,80.0,COMPLETED,,Failed
NCT00052884,PHASE1,Drug/Agent Toxicity by Tissue/Organ,BIOLOGICAL,NIH,8.0,TERMINATED,,Failed
NCT00052897,PHASE1/PHASE2,Anal Cancer,BIOLOGICAL,NIH,18.0,COMPLETED,,Failed
NCT00052910,PHASE3,Esophageal Cancer,DRUG,NIH,546.0,COMPLETED,Overall Survival,Passed
NCT00052923,PHASE3,Lymphoma,BIOLOGICAL,NIH,427.0,COMPLETED,,Failed
NCT00052936,PHASE3,Lymphoma,BIOLOGICAL,OTHER,1506.0,COMPLETED,,Failed
NCT00052949,PHASE2,Recurrent Small Cell Lung Cancer,DRUG,NETWORK,91.0,COMPLETED,,Failed
NCT00052962,PHASE3,Gastrointestinal Neoplasm,PROCEDURE,NIH,30.0,COMPLETED,Progression Free Survival,Passed
NCT00053001,PHASE2,Anemia,BIOLOGICAL,INDUSTRY,,COMPLETED,,Failed
NCT00053014,PHASE2,Leukemia,BIOLOGICAL,NIH,5.0,TERMINATED,Overall Survival,Passed
NCT00053027,PHASE2,Lymphoma,BIOLOGICAL,NIH,30.0,COMPLETED,,Failed
NCT00053040,PHASE1/PHASE2,Brain and Central Nervous System Tumors,BIOLOGICAL,NIH,0.0,WITHDRAWN,,Failed
NCT00053053,PHASE3,Cachexia,DIETARY_SUPPLEMENT,NIH,472.0,COMPLETED,,Failed
NCT00053092,PHASE2,Lymphoma,BIOLOGICAL,OTHER,82.0,COMPLETED,,Failed
NCT00053105,PHASE1,Lymphoma,DRUG,INDUSTRY,,UNKNOWN,,Failed
NCT00053118,PHASE1,Brain and Central Nervous System Tumors,BIOLOGICAL,OTHER,1.0,COMPLETED,,Failed
NCT00053131,PHASE2,Leukemia,BIOLOGICAL,OTHER,,COMPLETED,,Failed
NCT00053144,PHASE1,Leukemia,DRUG,NIH,,COMPLETED,,Failed
NCT00053157,NA,Chronic Myeloproliferative Disorders,BIOLOGICAL,OTHER,10.0,COMPLETED,,Failed
NCT00053183,PHASE1,Brain and Central Nervous System Tumors,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00053196,PHASE2,Leukemia,BIOLOGICAL,NIH,82.0,COMPLETED,,Failed
NCT00053209,PHASE2,Bladder Cancer,DRUG,NIH,46.0,COMPLETED,,Failed
NCT00053222,PHASE2,Pancreatic Cancer,DRUG,NIH,13.0,COMPLETED,,Failed
NCT00053235,,Ovarian Serous Cystadenocarcinoma,GENETIC,NIH,0.0,WITHDRAWN,,Failed
NCT00053248,PHASE1/PHASE2,Leukemia,DRUG,NIH,16.0,COMPLETED,,Failed
NCT00053261,,Cervical Cancer,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00053287,PHASE2,Leukemia,DRUG,NIH,42.0,COMPLETED,,Failed
NCT00053300,PHASE2,Lung Cancer,DRUG,NIH,30.0,COMPLETED,,Failed
NCT00053326,PHASE2,Recurrent Neuroblastoma,DRUG,NIH,70.0,COMPLETED,,Failed
NCT00053339,PHASE3,Stage IV Breast Cancer,DRUG,NIH,0.0,WITHDRAWN,,Failed
NCT00053352,PHASE3,Childhood Embryonal Tumor,PROCEDURE,NIH,302.0,COMPLETED,Event-Free Survival (EFS),Passed
NCT00053365,PHASE2,Primary Peritoneal Cavity Cancer,DRUG,NETWORK,61.0,COMPLETED,Tumor Response,Passed
NCT00053378,PHASE2,Hypocalcemia,DRUG,INDUSTRY,45.0,COMPLETED,,Failed
NCT00053391,PHASE1/PHASE2,Melanoma (Skin),BIOLOGICAL,OTHER,62.0,COMPLETED,,Failed
NCT00053404,,HIV Infections,,NIH,50.0,UNKNOWN,,Failed
NCT00053417,PHASE2,Multiple Sclerosis,DRUG,INDUSTRY,206.0,COMPLETED,Median Percent Change From Baseline in Average Walking Speed on Timed 25-Foot Walk Test,Passed
NCT00053430,PHASE2,HIV Infections,DRUG,NIH,40.0,COMPLETED,,Failed
NCT00053443,PHASE2,HIV Infections,DEVICE,NIH,156.0,COMPLETED,,Failed
NCT00053456,,Coronary Arteriosclerosis,,NIH,50.0,COMPLETED,,Failed
NCT00053469,,Healthy,,NIH,350.0,COMPLETED,,Failed
NCT00053482,PHASE2,Smallpox,BIOLOGICAL,INDUSTRY,357.0,COMPLETED,The Neutralizing Antibody Response Titers Post-vaccination With ACAM2000 or Dryvax® Smallpox Vaccine,Passed
NCT00053495,PHASE2,Smallpox,BIOLOGICAL,INDUSTRY,353.0,COMPLETED,Number of Participants Reporting Adverse Events of Severe Intensity Post-vaccination With ACAM2000 or Dryvax® Smallpox Vaccine,Passed
NCT00053508,PHASE2,Smallpox,BIOLOGICAL,INDUSTRY,274.0,TERMINATED,,Failed
NCT00053521,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00053534,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00053547,PHASE4,Secondary Hyperparathyroidism,DRUG,INDUSTRY,28.0,COMPLETED,,Failed
NCT00053560,PHASE3,Lupus,DRUG,INDUSTRY,155.0,UNKNOWN,,Failed
NCT00053573,PHASE1/PHASE2,Glycogen Storage Disease Type II,BIOLOGICAL,INDUSTRY,20.0,COMPLETED,,Failed
NCT00053599,PHASE3,Alzheimer Disease,DRUG,OTHER,400.0,COMPLETED,,Failed
NCT00053612,PHASE2,HIV Infections,DRUG,NIH,400.0,COMPLETED,,Failed
NCT00053625,PHASE3,Parkinson's Disease,PROCEDURE,NIH,123.0,COMPLETED,,Failed
NCT00053638,PHASE3,HIV Infection,DRUG,INDUSTRY,345.0,COMPLETED,,Failed
NCT00053651,PHASE1,"Depression, Postpartum",BEHAVIORAL,NIH,250.0,COMPLETED,,Failed
NCT00053677,PHASE3,Gambling,DRUG,NIH,83.0,COMPLETED,Yale-Brown Obsessive Compulsive Scale for Pathological Gambling (PG-YBOCS),Passed
NCT00053690,NA,"Stress Disorders, Post-Traumatic",BEHAVIORAL,NIH,88.0,COMPLETED,,Failed
NCT00053703,PHASE4,Schizophrenia,DRUG,NIH,116.0,COMPLETED,Change From Baseline in Positive and Negative Syndrome Scale (PANSS) Total Score at 8 Weeks,Passed
NCT00053716,PHASE2,Peripheral Vascular Disease,DRUG,INDUSTRY,12.0,UNKNOWN,,Failed
NCT00053742,PHASE1,Healthy,DRUG,NIH,80.0,COMPLETED,,Failed
NCT00053768,PHASE3,Lymphoma,BIOLOGICAL,OTHER,392.0,COMPLETED,,Failed
NCT00053781,PHASE2,Melanoma (Skin),DRUG,NIH,18.0,COMPLETED,,Failed
NCT00053794,PHASE2,Endometrial Cancer,DRUG,NIH,17.0,COMPLETED,,Failed
NCT00053807,PHASE3,Kidney Cancer,BIOLOGICAL,OTHER,96.0,COMPLETED,,Failed
NCT00053820,PHASE3,Kidney Cancer,BIOLOGICAL,NETWORK,670.0,COMPLETED,,Failed
