nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry
NCT01883063,,2013-06-14,,,2015-04-12,2013-06-18,2013-06-21,ESTIMATED,,,,,,,2015-04-12,2015-04-14,ESTIMATED,2013-07,,2013-07-31,2015-04,2015-04-30,2014-12,ACTUAL,2014-12-31,2014-12,ACTUAL,2014-12-31,,INTERVENTIONAL,,,Distal Radius Fracture - Treatment Comparison,PATIENT OUTCOME COMPARISON OF INTRAMEDULLARY LOCKED NAILING VERSUS NONOPERATIVE MANAGEMENT OF EXTRA-ARTICULAR AND MINIMALLY DISPLACED INTRA-ARTICULAR DISTAL RADIUS FRACTURES IN THE ELDERLY,TERMINATED,,NA,9.0,ACTUAL,"Sonoma Orthopedic Products, Inc.",,2.0,,Low Enrollment,False,,,,True,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,INDUSTRY,,,,,,
NCT02971111,,2016-11-19,,,2018-09-06,2016-11-19,2016-11-22,ESTIMATED,,,,,,,2018-09-06,2018-09-10,ACTUAL,2013-01,,2013-01-31,2018-09,2018-09-30,2016-10,ACTUAL,2016-10-31,2016-10,ACTUAL,2016-10-31,,OBSERVATIONAL,,,Thromboelastometry in Assessment of Sepsis Coagulopathy,Evaluation of Thromboelastometry in Sepsis in Correlation to Bleeding During Invasive Procedures,COMPLETED,,,76.0,ACTUAL,"University Hospital, Motol",,,,,False,,,,,,,,,,,,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,False
NCT00994851,,2009-10-13,,,2013-03-28,2009-10-13,2009-10-14,ESTIMATED,,,,,,,2013-03-28,2013-03-29,ESTIMATED,2009-09,,2009-09-30,2013-03,2013-03-31,2012-08,ACTUAL,2012-08-31,2012-08,ACTUAL,2012-08-31,,INTERVENTIONAL,,,Evaluation of Cassia Fistula + Senna Alexandrina Miller in the Chronic Functional Constipation Treatment.,"National Study, Phase III, Parallel, Double Blind, Placebo Comparative and Randomized to Evaluate the Therapeutic Efficacy and Tolerability of the Combination Naturetti® (Cassia Fistula + Senna Alexandrina Miller) in the Chronic Functional Constipation.",COMPLETED,,PHASE3,96.0,ACTUAL,Sanofi,,2.0,,,False,,,,,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,INDUSTRY,,,,,,
NCT01827930,,2012-11-05,2020-10-15,,2020-12-30,2013-04-09,2013-04-10,ESTIMATED,2020-12-30,2020-12-31,ACTUAL,,,,2020-12-30,2020-12-31,ACTUAL,2009-07,ACTUAL,2009-07-31,2020-12,2020-12-31,2017-01-01,ACTUAL,2017-01-01,2017-01-01,ACTUAL,2017-01-01,,INTERVENTIONAL,MIM,"All patients included, regardless of whether or not treatment was administered, and regardless violations of any eligibility criteria. This population corresponds to Intention to treat population for randomized study, and population assessable for the primary endpoind for the parralel cohort.",Phase III Trial Evaluating the Effectiveness of a Dose Adjustment of Imatinib Mesylate on the Molecular Response,"Phase III Trial Evaluating the Effectiveness of a Dose Adjustment of IM on the Molecular Response in Patients With LMC in Chronic Phase Treated With IM 400 mg / Day for at Least Two Years, Complete Cytogenetic Response for at Least One Year",TERMINATED,,PHASE3,68.0,ACTUAL,Institut Bergonié,,3.0,,Difficulties of enrolment of Patient,False,,,,True,,,,,,,,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,
NCT04799951,,2020-05-26,,,2021-03-15,2021-03-15,2021-03-16,ACTUAL,,,,,,,2021-03-15,2021-03-16,ACTUAL,2019-04-02,ACTUAL,2019-04-02,2021-03,2021-03-31,2019-10-31,ACTUAL,2019-10-31,2019-09-30,ACTUAL,2019-09-30,,OBSERVATIONAL,,,"A Survey to Assess Knowledge, Attitudes & Practices in Surgeons With Regards to Breast Conservation Surgery & Mastectomy","A Survey to Assess Knowledge, Attitudes and Practices Amongst Surgeons With Regards to Breast Conservation Surgery and Mastectomy",COMPLETED,,,72.0,ACTUAL,Tata Memorial Centre,,,1.0,,False,,,,False,False,False,,,,,,,,,NO,As per IEC mandate all data and responses will be kept anonymous hence will not be shared with anyone.,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,False
NCT01044680,,2010-01-06,,,2010-01-07,2010-01-07,2010-01-08,ESTIMATED,,,,,,,2010-01-07,2010-01-08,ESTIMATED,2006-10,,2006-10-31,2010-01,2010-01-31,2007-02,ACTUAL,2007-02-28,2007-02,ACTUAL,2007-02-28,,INTERVENTIONAL,,,"Effects of NUTRIOSE®FB Dietary Fiber Supplementation on Satiety, Body Fat, and Metabolic Syndrome in Overweight Adult Men","The Effects of NUTRIOSE®FB Dietary Fiber Supplementation on the Satiety, Body Fat Distribution, and Metabolic Syndrome Biomarkers of Overweight Adult Chinese Men 20-35 Years of Age.",COMPLETED,,PHASE2/PHASE3,120.0,ACTUAL,Roquette Freres,,2.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,INDUSTRY,,,,,,
NCT05581251,,2022-10-11,,,2022-10-12,2022-10-12,2022-10-14,ACTUAL,,,,,,,2022-10-12,2022-10-14,ACTUAL,2022-01-04,ACTUAL,2022-01-04,2022-10,2022-10-31,2022-07-04,ACTUAL,2022-07-04,2022-07-04,ACTUAL,2022-07-04,,OBSERVATIONAL,,,"Food and Cooking Skills, and Eating Behaviors in People With Overweight or Obesity","The Relationship Between Food and Cooking Skills, and Eating Behaviors in People With Overweight or Obesity",COMPLETED,,,185.0,ACTUAL,Hacettepe University,,,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,False
NCT00986752,,2009-09-29,,,2014-03-06,2009-09-29,2009-09-30,ESTIMATED,,,,,,,2014-03-06,2014-03-07,ESTIMATED,2009-07,,2009-07-31,2010-01,2010-01-31,2015-03,ESTIMATED,2015-03-31,2014-12,ESTIMATED,2014-12-31,,INTERVENTIONAL,ISAR-STATH,,"Efficacy Study of Stenting, Paclitaxel Eluting Balloon or Atherectomy to Treat Peripheral Artery Disease",Randomized Trial of Stenting After Dilation With or Without Paclitaxel Eluting Balloon or Atherectomy in Patients With Symptomatic Peripheral Artery Disease,UNKNOWN,RECRUITING,PHASE4,150.0,ESTIMATED,Deutsches Herzzentrum Muenchen,,3.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT05556200,,2022-09-24,,,2023-04-10,2022-09-24,2022-09-27,ACTUAL,,,,,,,2023-04-10,2023-04-12,ACTUAL,2022-12-01,ACTUAL,2022-12-01,2023-04,2023-04-30,2025-09-01,ESTIMATED,2025-09-01,2025-09-01,ESTIMATED,2025-09-01,,INTERVENTIONAL,,,A Phase II Trial of Camrelizumab in Combination With Apatinib for Neoadjuvant Treatment of Early-stage TNBC With a High Proportion of TILs,A Phase II Trial of Camrelizumab in Combination With Apatinib for Neoadjuvant Treatment of Early-stage TNBC With a High Proportion of TILs,RECRUITING,,PHASE2,58.0,ESTIMATED,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,,1.0,,,False,,,,,False,False,,,,,,,,,UNDECIDED,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT05167461,,2021-11-05,,,2023-10-18,2021-12-09,2021-12-22,ACTUAL,,,,,,,2023-10-18,2023-10-23,ACTUAL,2022-05-24,ACTUAL,2022-05-24,2023-10,2023-10-31,2023-05-25,ACTUAL,2023-05-25,2023-05-25,ACTUAL,2023-05-25,,OBSERVATIONAL,AMBUSH,,AutoMated BUrn Diagnostic System for Healthcare (AMBUSH),AutoMated Burn Diagnostic System for Healthcare,COMPLETED,,,30.0,ACTUAL,Indiana University,,,,,False,,,,True,False,False,,,,SAMPLES_WITH_DNA,discarded burn tissue will be taken,1 yr after all data collected until 3 yrs after study results,via email from statistician,,YES,We will share the artificial intelligence data regarding how the AI performed in comparison to the human evaluators,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,False
NCT00047385,,2002-10-03,2012-05-30,,2014-05-02,2003-01-26,2003-01-27,ESTIMATED,2012-05-30,2012-07-06,ESTIMATED,,,,2014-05-02,2014-05-20,ESTIMATED,2002-08,,2002-08-31,2012-10,2012-10-31,2010-10,ACTUAL,2010-10-31,2010-10,ACTUAL,2010-10-31,,INTERVENTIONAL,NLST,,National Lung Screening Trial (NLST) Screening,National Lung Screening Trial A Randomized Trial Comparing Low-dose Helical CT With Chest Xray for Lung Cancer,COMPLETED,,PHASE3,53454.0,ACTUAL,National Cancer Institute (NCI),"NLST utilized institutions with special expertise. The ""healthy volunteer"" effect may apply. Scanners are now more technologically advanced. Ongoing LDCT screening may reduce the rate of lung cancer deaths more than three rounds done in NLST.",2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,NIH,,,,,,
NCT02958553,,2016-11-02,2020-01-17,,2020-04-09,2016-11-04,2016-11-08,ESTIMATED,2020-03-27,2020-04-09,ACTUAL,,,,2020-04-09,2020-04-24,ACTUAL,2017-02-10,ACTUAL,2017-02-10,2020-04,2020-04-30,2018-07-31,ACTUAL,2018-07-31,2018-07-31,ACTUAL,2018-07-31,,INTERVENTIONAL,EASE,8 patients completed Visit 1 and have Baseline information available,EmPOWERing Active Seniors With Energy,EmPOWERing Active Seniors With Energy,COMPLETED,,NA,8.0,ACTUAL,Otto Bock Healthcare Products GmbH,,1.0,,,False,,,,False,False,True,,,False,,,,,,NO,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,INDUSTRY,,,,,,
NCT00001412,,1999-11-03,,,2008-03-03,1999-11-03,1999-11-04,ESTIMATED,,,,,,,2008-03-03,2008-03-04,ESTIMATED,1993-12,,1993-12-31,2001-11,2001-11-30,2001-11,,2001-11-30,,,,,OBSERVATIONAL,,,Effects on the Brain of Lupron Induced Hypogonadotropic Hypogonadism With and Without Testosterone Replacement,The Central Nervous System Effects of Pharmacologically Induced Hypogonadotropic Hypogonadism With and Without Testosterone Replacement,COMPLETED,,,70.0,,National Institutes of Health Clinical Center (CC),,,,,False,,,,,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,NIH,,,,,,
NCT03490032,,2018-03-26,2020-09-10,2019-10-25,2020-10-26,2018-04-05,2018-04-06,ACTUAL,2020-10-26,2020-11-17,ACTUAL,2020-10-26,2020-11-17,ACTUAL,2020-10-26,2020-11-17,ACTUAL,2018-05-23,ACTUAL,2018-05-23,2020-10,2020-10-31,2019-09-13,ACTUAL,2019-09-13,2019-08-20,ACTUAL,2019-08-20,,INTERVENTIONAL,PROfind,,68Ga-PSMA-R2 in Patients With Biochemical Relapse (BR) and Metastatic Prostate Cancer (mPCa),"A Phase 1/2 Open-label, Multi-center, Safety and Tolerability Study of a Single Dose of 68Ga-PSMA-R2 in Patients With Biochemical Relapse (BR) and Metastatic Prostate Cancer (mPCa)",COMPLETED,,PHASE1/PHASE2,30.0,ACTUAL,Advanced Accelerator Applications,,3.0,,,False,,,,False,True,False,,,,,,,,,YES,"Novartis is committed to sharing with qualified external researchers, access to patient-level data and supporting clinical documents from eligible studies. These requests are reviewed and approved by an independent review panel on the basis of scientific merit. All data provided is anonymized to respect the privacy of patients who have participated in the trial in line with applicable laws and regulations.

This trial data availability is according to the criteria and process described on www.clinicalstudydatarequest.com",2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,INDUSTRY,,,,,,
NCT05109598,,2021-11-04,,,2023-04-23,2021-11-04,2021-11-05,ACTUAL,,,,,,,2023-04-23,2023-04-25,ACTUAL,2021-11-04,ACTUAL,2021-11-04,2023-04,2023-04-30,2023-04-06,ACTUAL,2023-04-06,2022-02-14,ACTUAL,2022-02-14,,INTERVENTIONAL,,,Clinical Trial of Immunogenicity Bridging of a Recombinant New Coronavirus（COVID-19） Vaccine (CHO Cell),A Clinical Trial Comparing the Immunogenicity of Recombinant New Coronavirus Vaccine (CHO Cells) Among People Aged 3 to 17 and 18 to 59 Years of Age.,COMPLETED,,PHASE2,400.0,ACTUAL,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",,2.0,,,False,,,,,False,False,,,,,,,,,NO,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,INDUSTRY,,,,,,
NCT03890653,,2017-05-08,,,2019-03-22,2019-03-22,2019-03-26,ACTUAL,,,,,,,2019-03-22,2019-03-26,ACTUAL,2013-08-20,ACTUAL,2013-08-20,2019-03,2019-03-31,2019-12-15,ESTIMATED,2019-12-15,2017-09-30,ACTUAL,2017-09-30,,INTERVENTIONAL,,,Impact Evaluation of the Nigeria Result-Based Financing Project,Impact Evaluation of the Nigeria State Health Program Investment Credit (NSHPIC),UNKNOWN,ACTIVE_NOT_RECRUITING,NA,74.0,ACTUAL,World Bank,,3.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT02123953,,2014-04-24,,,2014-04-24,2014-04-24,2014-04-28,ESTIMATED,,,,,,,2014-04-24,2014-04-28,ESTIMATED,2008-10,,2008-10-31,2014-04,2014-04-30,2009-03,ACTUAL,2009-03-31,2009-03,ACTUAL,2009-03-31,,INTERVENTIONAL,,,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of TAK-438 in Healthy Male Participants","A Phase I, Randomized, Double-Blind, Placebo-Controlled, Ascending Multiple Dose Study of the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of TAK-438 in Healthy Male Subjects",COMPLETED,,PHASE1,60.0,ACTUAL,Takeda,,6.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,INDUSTRY,,,,,,
NCT03950726,,2019-05-07,,,2019-05-14,2019-05-14,2019-05-15,ACTUAL,,,,,,,2019-05-14,2019-05-15,ACTUAL,2016-01-01,ACTUAL,2016-01-01,2019-05,2019-05-31,2019-05-04,ACTUAL,2019-05-04,2017-12-31,ACTUAL,2017-12-31,,OBSERVATIONAL,,,Ileocolic Resection for Complex Crohn's Disease,Minimally Invasive Open Technique for Ileo-colic Resection in Complex Cases of Terminal Ileum Crohn's Disease. Case Series.,COMPLETED,,,27.0,ACTUAL,University of Roma La Sapienza,,,2.0,,False,,,,False,False,False,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,False
NCT02560961,,2015-08-06,,,2022-02-18,2015-09-23,2015-09-25,ESTIMATED,,,,,,,2022-02-18,2022-03-07,ACTUAL,2015-09,ACTUAL,2015-09-30,2022-02,2022-02-28,2015-11,ACTUAL,2015-11-30,2015-10,ACTUAL,2015-10-31,,INTERVENTIONAL,,,Is Kinesio Taping Better Than Placebo Taping for Improving Performance During Unilateral Vertical Jump and Hop Tests?,"Is Kinesio Taping Better Than Placebo Taping for Improving Performance During Unilateral Vertical Jump and Hop Tests? Protocol Study for a Randomized, Placebo-controlled, Double-blind, Clinical Trials.",COMPLETED,,NA,30.0,ACTUAL,University of Nove de Julho,,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT02773862,,2016-05-12,,,2016-05-13,2016-05-12,2016-05-16,ESTIMATED,,,,,,,2016-05-13,2016-05-17,ESTIMATED,2014-06,,2014-06-30,2016-05,2016-05-31,2015-10,ACTUAL,2015-10-31,2015-10,ACTUAL,2015-10-31,,INTERVENTIONAL,,,Prospective Evaluation of the Non-invasive ICP HeadSense Monitor in TBI Patients Undergoing Invasive ICP Monitoring,Prospective Evaluation of the Non-invasive ICP HeadSense Monitor in TBI Patients Undergoing Invasive ICP Monitoring,COMPLETED,,NA,12.0,ACTUAL,HeadSense Medical,,1.0,,,False,,,,False,,,,,,,,,,,NO,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,INDUSTRY,,,,,,
NCT05494658,,2022-07-26,,,2024-03-21,2022-08-07,2022-08-10,ACTUAL,,,,,,,2024-03-21,2024-03-25,ACTUAL,2022-08-26,ACTUAL,2022-08-26,2024-03,2024-03-31,2024-12,ESTIMATED,2024-12-31,2024-12,ESTIMATED,2024-12-31,,INTERVENTIONAL,,,Impact of Preoperative Oral Branched-chain Amino Acids on Reducing Postoperative Insulin Resistance.,A Multicenter Randomized Controlled Study of Preoperative Oral Administration of Branched-chain Amino Acids in Reducing Postoperative Insulin Resistance in Colorectal Cancer Patients,RECRUITING,,NA,224.0,ESTIMATED,Shanghai Tong Ren Hospital,,2.0,,,False,,,,True,False,False,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT04160559,,2019-11-07,,,2021-08-31,2019-11-09,2019-11-13,ACTUAL,,,,,,,2021-08-31,2021-09-08,ACTUAL,2020-01-11,ESTIMATED,2020-01-11,2021-08,2021-08-31,2020-10-30,ESTIMATED,2020-10-30,2020-10-30,ESTIMATED,2020-10-30,,INTERVENTIONAL,,,Green Tea Combined With Chemotherapy in the Treatment of Advanced Non-small Cell Lung Cancer,"Green Tea Combined With Chemotherapy in the Treatment of Advanced Non-small Cell Lung Cancer: A Randomized, Controlled Multicenter Clinical Study",WITHDRAWN,,NA,0.0,ACTUAL,Xinqiao Hospital of Chongqing,,2.0,,There are no suitable participants,False,,,,False,False,False,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT03443206,,2018-02-02,,,2022-04-08,2018-02-16,2018-02-23,ACTUAL,,,,,,,2022-04-08,2022-04-11,ACTUAL,2020-06-20,ACTUAL,2020-06-20,2022-04,2022-04-30,2021-07-31,ACTUAL,2021-07-31,2021-07-31,ACTUAL,2021-07-31,,INTERVENTIONAL,,,Loves Company: Combatting Emotional Disturbance in the Digital Age,Loves Company: Combatting Emotional Disturbance in the Digital Age,COMPLETED,,NA,212.0,ACTUAL,Northwell Health,,2.0,,,False,,,,False,False,False,,,,,,,,,UNDECIDED,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT00240994,,2005-10-14,2012-09-13,,2016-11-15,2005-10-14,2005-10-18,ESTIMATED,2012-09-13,2012-10-25,ESTIMATED,,,,2016-11-15,2017-01-02,ESTIMATED,2005-01,,2005-01-31,2016-11,2016-11-30,2009-11,ACTUAL,2009-11-30,2009-11,ACTUAL,2009-11-30,,INTERVENTIONAL,,,Safety in Immunomodulatory Functions of Alemtuzumab (Campath) in Pediatric Kidney Transplantation Recipients,"A Phase II Exploratory Study to Determine the Safety and Study the Immunomodulatory Functions of Induction Therapy With Campath, Combined With Chronic Immunosuppression With Mycophenolate Mofetil and Sirolimus",COMPLETED,,PHASE2,35.0,ACTUAL,National Institute of Allergy and Infectious Diseases (NIAID),,1.0,,,False,,,,True,,,,,,,,,,,YES,Participant level data and additional relevant materials are available to the public in the Immunology Database and Analysis Portal (ImmPort). ImmPort is a long-term archive of clinical and mechanistic data from DAIT-funded grants and contracts.,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,NIH,,,,,,
NCT03755115,,2018-11-17,,,2019-01-15,2018-11-25,2018-11-27,ACTUAL,,,,,,,2019-01-15,2019-01-16,ACTUAL,2019-02-01,ESTIMATED,2019-02-01,2018-11,2018-11-30,2020-05-31,ESTIMATED,2020-05-31,2019-10-28,ESTIMATED,2019-10-28,,INTERVENTIONAL,,,SHR-1210 Combined With Epirubicin in the Treatment of Extensive Disease Small Cell Lung Cancer,Clinical Study of PD-1 Monoclonal Antibody SHR-1210 Combined With Epirubicin in the Treatment of Extensive Small Cell Lung Cancer After First-line Treatment Failure,UNKNOWN,NOT_YET_RECRUITING,PHASE2,40.0,ESTIMATED,Henan Cancer Hospital,,1.0,,,False,,,,True,False,False,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER_GOV,,,,,,
NCT01097954,,2010-03-31,,,2023-02-08,2010-04-01,2010-04-02,ESTIMATED,,,,,,,2023-02-08,2023-02-13,ACTUAL,2010-04,,2010-04-30,2023-02,2023-02-28,2013-06,ACTUAL,2013-06-30,2013-06,ACTUAL,2013-06-30,,OBSERVATIONAL,,,A Prospective Study Measuring Exhaled Nitric Oxide in Exercise-Induced Asthma,A Prospective Study Measuring Exhaled Nitric Oxide in Exercise-Induced Asthma,COMPLETED,,,22.0,ACTUAL,Winthrop University Hospital,,,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT00130091,,2005-08-11,,,2015-02-18,2005-08-11,2005-08-15,ESTIMATED,,,,,,,2015-02-18,2015-02-20,ESTIMATED,2009-09,,2009-09-30,2015-02,2015-02-28,2014-12,ACTUAL,2014-12-31,2014-02,ACTUAL,2014-02-28,,INTERVENTIONAL,,,The Addition of Clonidine to 0.2% Ropivacaine for Wound Instillation After Minor Lower Abdominal Surgery in Children,The Addition of Clonidine to 0.2% Ropivacaine for Wound Instillation After Minor Lower Abdominal Surgery in Children,COMPLETED,,PHASE2,120.0,ACTUAL,Children's Hospital of Eastern Ontario,,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT01651507,,2012-07-25,,,2016-04-15,2012-07-25,2012-07-27,ESTIMATED,,,,,,,2016-04-15,2016-04-18,ESTIMATED,1989-06,,1989-06-30,2010-09,2010-09-30,2010-09,ACTUAL,2010-09-30,2005-02,ACTUAL,2005-02-28,,OBSERVATIONAL,HLP,,Evaluation of Outcome of Adult Pulmonary Langerhans Cell Histiocytosis Based on Lung HRCT and Lung Function,Evaluation of Outcome of Adult Pulmonary Langerhans Cell Histiocytosis Based on Lung HRCT and Lung Function. A Multicenter Retrospective Study,COMPLETED,,,49.0,ACTUAL,Assistance Publique - Hôpitaux de Paris,,,1.0,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT04417309,,2020-06-01,,,2021-06-22,2020-06-03,2020-06-04,ACTUAL,,,,,,,2021-06-22,2021-06-25,ACTUAL,2020-05-08,ACTUAL,2020-05-08,2021-06,2021-06-30,2021-11,ESTIMATED,2021-11-30,2020-05-21,ACTUAL,2020-05-21,,INTERVENTIONAL,PTSD,,Can Exercise Improve Therapeutic Learning Among Women With Posttraumatic Stress Disorder,Can Exercise Improve Therapeutic Learning Among Women With Posttraumatic Stress Disorder,WITHDRAWN,,NA,0.0,ACTUAL,University of Kentucky,,2.0,,COVID-19 prevented recruitment/enrollment of participants.,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:18:46.711485,2025-06-25 12:18:46.711485,OTHER,,,,,,
NCT00098514,,2004-12-07,,,2017-12-14,2004-12-07,2004-12-08,ESTIMATED,,,,,,,2017-12-14,2017-12-18,ACTUAL,2003-12,ACTUAL,2003-12-31,2017-12,2017-12-31,2011-05,ACTUAL,2011-05-31,2007-03,ACTUAL,2007-03-31,,INTERVENTIONAL,,,Talotrexin in Treating Patients With Advanced or Recurrent Solid Tumors,A Phase I Study Of PT523 In Patients With Solid Tumors,COMPLETED,,PHASE1,53.0,ACTUAL,Dana-Farber Cancer Institute,,7.0,,,False,,,,True,True,False,,,False,,,,,,,,2025-06-25 12:43:16.830508,2025-06-25 12:43:16.830508,OTHER,,,,,,
NCT00015171,,2001-04-18,,,2017-01-13,2001-04-17,2001-04-18,ESTIMATED,,,,,,,2017-01-13,2017-01-16,ESTIMATED,1996-04,,1996-04-30,1999-01,1999-01-31,1997-06,ACTUAL,1997-06-30,1997-05,ACTUAL,1997-05-31,,INTERVENTIONAL,,,Buprenorphine and Naloxone for the Treatment of Opiate Dependence - 1,CS1008 A&B Eff/Safety Trial of BUP/NX for the Treatment of Opiate Dependence,COMPLETED,,PHASE3,0.0,,National Institute on Drug Abuse (NIDA),,,,,False,,,,,,,,,,,,,,,,,2025-06-25 12:43:16.830508,2025-06-25 12:43:16.830508,NIH,,,,,,
NCT02535598,,2015-08-03,,,2016-05-12,2015-08-27,2015-08-28,ESTIMATED,,,,,,,2016-05-12,2016-05-13,ESTIMATED,2014-05,,2014-05-31,2016-05,2016-05-31,2015-09,ACTUAL,2015-09-30,2015-01,ACTUAL,2015-01-31,,INTERVENTIONAL,,,Therapy Labs: To Improve Adherence in Internet Based Psychotherapy,Therapy Labs: To Improve Adherence in Internet Based Psychotherapy,COMPLETED,,NA,169.0,ACTUAL,Uppsala University,,4.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:43:16.830508,2025-06-25 12:43:16.830508,OTHER,,,,,,
NCT05028283,,2021-08-25,,,2023-10-22,2021-08-25,2021-08-31,ACTUAL,,,,,,,2023-10-22,2023-10-24,ACTUAL,2021-08-19,ACTUAL,2021-08-19,2023-10,2023-10-31,2023-10-20,ACTUAL,2023-10-20,2023-08-19,ACTUAL,2023-08-19,,INTERVENTIONAL,,,Treatment of Atrophic Post Acne Scars by Fat Grafting,Autologous Fat Cells Transfer for the Treatment of Atrophic Post Acne Scars: Clinical Trail,COMPLETED,,NA,69.0,ACTUAL,Damascus University,,1.0,,,False,,,,,False,False,,,,,,,,,NO,,2025-06-25 12:43:16.830508,2025-06-25 12:43:16.830508,OTHER,,,,,,
NCT01827202,,2013-04-04,,,2016-03-14,2013-04-08,2013-04-09,ESTIMATED,,,,,,,2016-03-14,2016-03-16,ESTIMATED,2012-12,,2012-12-31,2016-03,2016-03-31,2016-02,ACTUAL,2016-02-29,2016-02,ACTUAL,2016-02-29,,INTERVENTIONAL,RASQAL,,RAS Quantification in Patients With Aliskiren or Candesartan,Renin-Angiotensin-System Quantification in Patients Treated With Aliskiren or Candesartan (RASQAL),COMPLETED,,PHASE4,24.0,ACTUAL,Medical University of Vienna,,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:43:16.830508,2025-06-25 12:43:16.830508,OTHER,,,,,,
